"문화재 일련번호","문화재명칭_한글","한자","영문","수량ㆍ규모","규격","구조ㆍ형식","재질","조성연대","측량성과","소재지ㆍ보관장소_자치구","기타주소","관리청","지정일","해제일"
"12224","구장복","九章服","","2点","옷길이 136㎝, 품 48㎝, 화장 96㎝","동산문화재 해당항목 아님","비단","","","용산구","서빙고로 137, 국립중앙박물관 (용산동6가)","","19790123",""
"12225","적의본 및 폐슬본","翟衣本 및 蔽膝本","","1軀","적의본 길이 155×56.5㎝, 폐슬본 길이 57.5㎝, 너비 33.5㎝","동산문화재 해당항목 아님","비단","","","용산구","서빙고로 137, 국립중앙박물관 (용산동6가) ","","19790123",""
"12226","전왕비당의","傳王妃唐衣","","1点","길이 80㎝","동산문화재 해당항목 아님","비단","","","광진구","능동로 209 세종대박물관(군자동,세종대학교)","","19790123",""
"12227","고대박물관 소장 홍진종 의복","高大博物館 所藏 洪鎭宗 衣服","","1括","홍진복의복 중치막 6점 치수 (단위 : ㎝) 1 2 3 4 5 6 옷길이 117.4 124.8 117 123.8 123.4 122 뒷품 25 27 23 27.2 30 27.4 화장 110 113 104 115 114.6 117.4 진동 30 31.4 27 28.5 30 23 수구 19.5 25 21 24 23 2","동산문화재 해당항목 아님","비단(명주)","","","성북구","안암동 1 고려대학교박물관","","19800401",""
"12229","흥완군 의복","興完君 衣服","","1括","규격미상","동산문화재 해당항목 아님","비단","","","용산구","효창원로 52 (신창동,숙명여자대학교) ","","19830411",""
"12237","산청 전주최씨 고령댁 상여","山淸 全州崔氏 高靈宅 喪輿","","1点","263×65×170㎝, 장강 235㎝","동산문화재 해당항목 아님","목재","","","종로구","청와대로 1, 국립민속박물관 (세종로)","","19960209",""
"12238","장영직 유품","張榮稷 遺品","","一括(6種41点)","규격미상","동산문화재 해당항목 아님","복합","","","종로구","청와대로 1, 국립민속박물관 (세종로)","","19011130",""
"12240","창덕궁 희정당 총석정절경도","昌德宮 熙政堂 叢石亭絶景圖","","1幅","195x80cm","동산문화재 해당항목 아님","벽화로 특별한 재질 없음.","일제강점기","","종로구","율곡로 99 창덕궁(와룡동)","","20060302",""
"12241","창덕궁 희정당 금강산만물초승경도","昌德宮 熙政堂 金剛山萬物肖勝景圖","","1幅","195x880cm","동산문화재 해당항목 아님","벽화로 특별한 재질 없음.","일제강점기","","종로구","율곡로 99 창덕궁(와룡동)","","20060302",""
"12242","창덕궁 대조전 봉황도","昌德宮 大造殿 鳳凰圖","","1幅","197cm?79cm ","동산문화재 해당항목 아님","벽화로 특별한 재질 없음.","일제강점기","","종로구","율곡로 99 창덕궁(와룡동)","","20060302",""
"12243","창덕궁 대조전 백학도","昌德宮 大造殿 白鶴圖)","","1幅","197cm?79cm ","동산문화재 해당항목 아님","벽화로 특별한 재질 없음.","일제강점기","","종로구","율곡로 99 창덕궁(와룡동)","","20060302",""
"12244","창덕궁 경훈각 조일선관도","昌德宮 景薰閣 朝日仙觀圖)","","1幅","184cm?26cm ","동산문화재 해당항목 아님","벽화로 특별한 재질 없음.","일제강점기","","종로구","율곡로 99 창덕궁(와룡동)","","20060302",""
"12245","창덕궁 경훈각 삼선관파도","昌德宮 景薰閣 三仙觀波圖","","1幅","184cm?26cm ","동산문화재 해당항목 아님","벽화로 특별한 재질 없음.","일제강점기","","종로구","율곡로 99 창덕궁(와룡동)","","20060302",""
"12246","순종 어차","純宗御車","","1点"," 배기량 5153cc, 8기통 V엔진","동산문화재 해당항목 아님","차체 - 목재, 내부 - 금색 비단, 고급 카펫","","","종로구","율곡로 99, 창덕궁 (와룡동) ","","20061204",""
"12247","순종황후 어차","純宗皇后御車","","1点","배기량 3309cc, 4기통 I엔진","동산문화재 해당항목 아님","차체 - 목재","일제강점기","","종로구","율곡로 99, 창덕궁 (와룡동) ","","20061204",""
"12248","미몽(일명:죽음의 자장가)","迷夢","","RP35mm(7권,완권)","DN 35mm(사운드 이미지 각 6권)","동산문화재 해당항목 아님","필름","1936년","","마포구","상암동 DMC단지 1602 문화콘텐츠센터","","20070917",""
"12249","자유만세","自由萬世","","DN35mm(사운드이미지각6권)","DN 35mm(사운드 이미지 각 4권)","동산문화재 해당항목 아님","필름","1946년","","마포구","상암동 DMC단지 1602 문화콘텐츠센터","","20070917",""
"12250","검사와 여선생","檢事와 女先生","","DN35mm(사운드이미지각4권)","DN 35mm(사운드 이미지 각 4권)","동산문화재 해당항목 아님","필름","1948년","","마포구","상암동 DMC단지 1602 문화콘텐츠센터","","20070917",""
"12251","마음의 고향","마음의 故鄕","","DN35mm(사운드이미지각4권)","ON 35mm(사운드 이미지 각 11권)","동산문화재 해당항목 아님","필름","1949년","","마포구","상암동 DMC단지 1602 문화콘텐츠센터","","20070917",""
"12252","피아골","피아골","","ON35mm(사운드이미지각11권)","ON 35mm(사운드 이미지 각 11권)","동산문화재 해당항목 아님","필름","1955년","","마포구","상암동 DMC단지 1602 문화콘텐츠센터","","20070917",""
"12253","자유부인","自由夫人","","ON35mm(사운드이미지각12권)","ON 35mm(사운드 이미지 각 12권)","동산문화재 해당항목 아님","필름","1954년","","마포구","상암동 DMC단지 1602 문화콘텐츠센터","","20070917",""
"12254","시집가는 날 (일명:맹진사댁 경사)","媤집가는 날(一名 : 孟進士宅慶事)","","ON35mm(사운드이미지각9권)","ON 35mm(사운드 이미지 각 9권)","동산문화재 해당항목 아님","필름","1956년","","마포구","상암동 DMC단지 1602 문화콘텐츠센터","","20070917",""
"12255","뉴욕 월도프 아스토리아 호텔 게양 태극기","뉴욕 월도프 아스토리아 호텔 揭揚 太極旗","","1점(144㎝x85cm)","가로 144㎝, 세로 85㎝","동산문화재 해당항목 아님","면직물","일제강점기","","영등포구","의사당대로 1, 국회 헌정기념관 (여의도동,국회)","","20080812",""
"12256","데니(O.N.Denny) 태극기","데니(O.N.Denny) 太極旗","","1点(262㎝x182.5cm)","262*182.5cm","동산문화재 해당항목 아님","면직물(광목)","대한제국시대(1890년추정)","","용산구","서빙고로 137 국립중앙박물관(용산동5가, 임향한의원)","","20080812",""
"12257","동덕여자의숙 태극기","同德女子義塾 太極旗","","1점(144.5㎝x129cm)","가로 144.5㎝, 세로 129㎝","동산문화재 해당항목 아님","면직물","대한제국시대(1908년)","","성북구","화랑로13길 60, 박물관 (하월곡동,동덕여자대학교) ","","20080812",""
"12258","이승만대통령 의전용 세단","李承晩大統領 儀典用 세단","","1대(GM캐딜락625,510×2.015×1,570,축간거리3,276V형8기통6,000cc,OHV230마력)","V8기통 OHV 엔진 6,000cc, 230마력","동산문화재 해당항목 아님","검은색 세단","1956년","","용산구","이태원로 29, 전쟁기념관 (용산동1가) ","","20080812",""
"12259","박정희대통령 업무용 세단","朴正熙大統領 業務用 세단","","1대(GM시보레비스케인세단5,350×2,050×1,470,축간거리3,022L형6기통3,900cc,OHV185마력)","L6기통 OHV 엔진 3,900cc, 185마력","동산문화재 해당항목 아님","검은색 세단","1960년","","용산구","이태원로 29, 전쟁기념관 (용산동1가)","","20080812",""
"12260","박정희대통령 의전용 세단","朴正熙大統領 儀典用 세단","","1대(GM캐딜락프리트우드75세단6,202×2,032×1,458,축간거리3,805V8기통7,046cc,360마력/5000rpm)","V8기통 7,046cc 엔진, 360마력, 5,000rpm.","동산문화재 해당항목 아님","검은색 세단","1968년","","노원구","화랑로 574 육군사관학교 육군박물관(공릉동)","","20080812",""
"12261","전차 363호","電車 363號","","반강제보기차363호L13,000W2,000H4,000중량13톤","L13,000 W2,000 H4,000","동산문화재 해당항목 아님","골조 철강, 내부 목재","일제강점기(1930년)","","종로구","창경궁로 113, 국립서울과학관 (인의동)","","20081017",""
"12262","벽걸이형 자석식 전화기","壁?形 磁石式 電話機","","1점","27?9?1cm","동산문화재 해당항목 아님","목재","1920년대","","성북구","하월곡동 67-48 (KT 월곡지사)","","20090422",""
"12263","벽걸이형 공전식 전화기","壁?而形 共電式 電話機","","1점","16?7.5?0.5cm","동산문화재 해당항목 아님","목재","1955년","","성북구","하월곡동 67-48 (KT 월곡지사)","","20090422",""
"12264","벽걸이형 자동식 전화기","壁?形 自動式 電話機","","1점","33?7?1cm","동산문화재 해당항목 아님","목재","1935년","","성북구","하월곡동 67-48 (KT 월곡지사)","","20090422",""
"12265","이중 전보송신기","二重 電報 送信機","","1점","14?0?cm","동산문화재 해당항목 아님","목재, 철재","1930년대","","성북구","하월곡동 67-48 (KT 월곡지사)","","20090422",""
"12266","음향인자전신기","音響印字電信機","","1점","23?5?0cm","동산문화재 해당항목 아님","목재, 철재","1955년","","성북구","하월곡동 67-48 (KT 월곡지사)","","20090422",""
"12267","무장하 케이블 접속장치","無裝荷케이블接續裝置","","1점","29cm, 1.4m/m, 10Q","동산문화재 해당항목 아님","함체:선철, 접속점:연관","1936년","","성북구","하월곡동 67-48 (KT 월곡지사)","","20090422",""
"12268","백범 김구 혈의(血衣) 일괄","白凡金九血衣一括","","8종,10점","규격미상","동산문화재 해당항목 아님","비단(명주)","20세기","","용산구","임정로 26 백범김구기념관(효창동)","","20090626",""
"12269","백범 김구 인장 ","白凡金九之印","","1과","16?6?5mm","동산문화재 해당항목 아님","계혈석","1945년경 추정","","용산구","임정로 26 백범김구기념관(효창동)","","20090626",""
"12270","백범 김구 인장","白凡 金九之印 寬和","","1과","15?0?0mm, 32?2?0mm, 32?2?5mm","동산문화재 해당항목 아님","옥석","1946년","","용산구","임정로 26 백범김구기념관(효창동)","","20090626",""
"12271","백범 김구 회중시계","白凡金九 懷中時計","","1점","직경 45mm","동산문화재 해당항목 아님","금속","1900년대(1932년 이전)","","용산구","임장로 26 백범김구기념관(효창동)","","20090626",""
"12272","백범 김구 유묵 ","韓美親善平等互助","","1점","1920?20mm","동산문화재 해당항목 아님","한지","1949년 1월","","용산구","임장로 26 백범김구기념관(효창동)","","20090626",""
"12273","백범 김구 유묵 ","愼其獨","","1점","400?100mm","동산문화재 해당항목 아님","한지","1946년 6월","","용산구","임장로 26 백범김구기념관(효창동)","","20090626",""
"12274","백범 김구 유묵 ","思無邪","","1점","400?100mm","동산문화재 해당항목 아님","한지","1946년 6월","","용산구","임장로 26 백범김구기념관(효창동)","","20090626",""
"30024","대한제국 고종「황제어새」","大韓帝國 高宗「皇帝御璽」","","무게 : 794g ","세로x가로 : 5.3cm × 5.3cm 전체높이 : 4.8cm  ","","금, 은 합금","대한제국시대","","종로구","효자로12 국립고궁박물관 ","","20090902",""
"30025","서울 지장암 목조비로자나불좌상 ","서울 地藏庵 木造毘盧遮那佛坐像","","불상1구, 조성발원문 1장","불상높이117.5, 무릎너비82, 발원문 세로33.2, 가로69.8","","나무/명주","조선 광해군 14년(1622)","","종로구","낙산성곽동길 59-6 지장암(창신동)","","20091020",""
"30026","양사언 초서 ","楊士彦 草書","","1점","서면(書面) 41.5×123.3(㎝), 발문(跋文) 41.5×36.0(㎝)","","종이에 먹〔紙本墨書〕","조선시대","","마포구","백범로 35, 서강대학교박물관 (신수동,서강대학교) ","","20100104",""
"30027","황기로 초서-차운시 ","黃耆老 草書-次韻詩","","1점","서면(書面) 25.7×109.8 cm","","종이에 먹〔紙本墨書〕","조선시대","","종로구","인사동9길 35 동산방 화랑(견지동)","","20100104",""
"30029","허목수고본-허목 전서 함취당","許穆手稿本-許穆 篆書 含翠堂","","1축","","","","조선시대","","성북구","안암로 145 고려대학교박물관 ","","20101025",""
"30035","변수 묘 출토 유물","邊脩 墓 出土 遺物","","72점","규격미상","동산문화재 해당항목 아님","","16세기 초","","종로구","청와대로 1, 국립민속박물관(세종로)","","20091217",""
"30036","영친왕 일가 복식 및 장신구류","英親王 一家 服飾 및 裝身具類","","333점","규격미상","동산문화재 해당항목 아님","","20세기 초","","종로구","효자로 12 국립고궁박물관(세종로)","","20091217",""
"30037","영암최원립장군묘 출토복식·유물 ","영암최원립장군묘 출토복식·유물 ","","41건 56점","규격미상","동산문화재 해당항목 아님","","조선시대(1618~1690)","","서대문구","이화여대길 52, 담인복식미술관 (대현동,이화여자대학교) ","","20071016",""
"30038","청련사 산신도","淸蓮寺 山神圖","","1幅","","전고 88, 전폭 66.5, 화고 80, 화폭 59","면본채색","","","동작구","등용로 40-9  청련사 (대방동)","","20090813","20141231"
"30039","개운사 목 아미타불좌상 복장일괄","開運寺 木 阿彌陀佛坐像 腹藏一括","","16건 33점","","","저지","","","성북구","안암5가 157 개운사","","20091103",""
"30040","천축사 비로자나삼심불도","天竺寺 毘盧舍那三神佛圖","","1폭","총고 232cm, 총폭 268.5cm, 화고 217.5cm, 화폭 258cm","","면본채색","","","도봉구","도봉산길 92-2 천축사 (도봉동)","","20091105",""
"30041","천축사 비로자나삼신괘불도","天竺寺 毘盧舍那三神掛佛圖","","1폭","총고 525cm, 총폭 324cm, 화고 511cm, 화폭 312cm","","마본채색","","","도봉구","도봉산길 92-2 천축사 (도봉동)","","20091105",""
"30043","서울 영휘원 산사나무","서울 永徽園 산사나무","Crataegus pinnatifida Bunge","1주","수고 9.0m, 근원둘레 2.3m, 흉고둘레 2.0m, 나무갓 폭(동서방향10.6m, 남북방향 11.2m)","수령 : 150년(추정)","","","","동대문구","홍릉로 90 영휘원(청량리동)","문화재청","20091015",""
"30044","인천해관문서","","Despatches from Chemulpo","199장","가로 21 세로 33","","종이","","","강남구","언주로 721 관세박물관 (논현동)","","20091105",""
"30046","사복시 살곶이  목장지도","司僕寺箭串牧場圖","","1폭","111.5x79","","종이","","","동대문구","시립대길 13 서울시립대박물관 (전농동)","","20100211",""
"30048","수선전도","首善全圖","","1폭","70x90","","종이","","","서대문구","연세로 50 (신촌동)","","20100211",""
"30049","도성대지도","都城大地圖","","1폭","180x213","","종이","","","종로구","새문안로 55 서울역사박물관 (신문로2가)","","20100211",""
"30050","수선총도","首善總圖","","1폭","90x82.5","","종이","","","종로구","새문안로 55 서울역사박물관 (신문로2가)","","20100211",""
"30051","망우동지","忘憂洞誌","","1책","30.3x19.5x2.7","","종이","","","종로구","새문안로 55 서울역사박물관 (신문로2가)","","20100211",""
"30052","훈도방주자동지","薰陶坊鑄字洞誌","","1책","32.6x20x1.2","","종이","","","종로구","새문안로 55 서울역사박물관 (신문로2가)","","20100211",""
"30053","북한지","北漢誌","","1책","31.8x20.3x0.5","","종이","","","종로구","새문안로 55 서울역사박물관 (신문로2가)","","20100211",""
"30055","삼강행실도","三綱行實圖","","1책","가로 25 세로 39","","종이","","","강남구"," 테헤란로 142 한솔제지 (역삼동)","","20100211",""
"30056","한호 필적 - 석봉진적첩","韓濩 筆跡 - 石峰眞蹟帖","","3첩","(세로x가로) : 첩대 26.2x16.5(cm)","필사본/첩장(帖裝)","종이에 금물·먹(黑紙·紺紙金泥, 紙本墨書)","","","용산구","서빙고로 137, 국립중앙박물관 (용산동5가,임향한의원)","","20100104",""
"30057","수문장계회도","守門將契會圖","","1축","전체(세로140, 가로 65), 제목(세로 7.5, 가로 57), 화면(세로 50, 가로 57), 좌목(세로 36.5, 가로 57)","","견본채색","","","노원구","화랑로 574 육군사관학교 박물관 (공릉동)","","20100617",""
"30058","장양공정토시전부호도","壯襄公征討時錢部胡圖","","1축","전체(세로 182, 가로 121), 제목(세로 7.5, 가로101),화면(세로 94.5, 가로 101), 좌목(세로 33.5, 가로 101) ","","견본채색","","","노원구","화랑로 574 육군사관학교 박물관 (공릉동)","","20100617",""
"30059","석봉한호해서첩","石峰韓濩楷書帖","","2첩","(세로X가로) : 전체 36.3X27.2(cm), 서면(書面) 29.3X20.2(cm)","필사본/첩장(帖裝)","종이에 먹[紙本墨書]","","","종로구","새문안로 55, 서울역사박물관 (신문로2가,서울역사박물관)","","20100104",""
"30060","대사례도","大射禮圖","","1권","전체 (세로 60.2, 가로 279), 화면(세로 60.2, 가로 142.7)","","견본채색","","","서대문구","성산로 262 연세대학교 (신촌동)","","20100617",""
"30061","신축진연도병","辛丑進宴圖屛","","1틀(8폭)","각폭 (세로 149.2, 가로 48.3)","","견본채색","","","서대문구","성산로 262 연세대학교 (신촌동)","","20100617",""
"30062","왕세자입학도첩","王世子入學圖帖","","1첩","표지(세로 40.5, 가로 26), (세로 34.5, 가로 47)","","지본채색","1817년","","성북구","안암동 고려대 중앙도서관","","20100617",""
"30063","계미동경소진첩","癸未同庚小眞帖","","1첩","표지(세로 47, 가로 34), 화면(세로 34.5, 가로 26.5)","","그림(견본채색), 글씨(지본)","18세기","","성북구","안암동 고려대 도서관","","20100617",""
"30064","괴원성회록","槐園盛會錄","","1첩","표지(세로 30, 가로 18.5), 화면(세로 27.3, 가로 34.6)","","","19세기","","성북구","안암동 고려대 도서관","","20100617",""
"30065","해동제국기","海東諸國記","","2책","가로 35.5cm, 세로 21.7cm","","저지","","","서초구","서초중앙로 242 삼호가든@501동 103호 (반포동)","","20101007",""
"30066","백자청화영빈이씨 묘지.명기 및 석함","白磁靑華暎嬪李氏 墓誌·明器 及 石函","","32점","<묘지> 세로 19cm 가로 15cm 두께 1.6cm <명기> &#8228;접시 1지름 7.4cm 높이 1.4cm  ","","토도(백자)","","","서대문구","성산로 262 학교법인 연세대학교 (신촌동)","","20101007",""
"30067","백자'동묘치성병'명병","白磁‘東廟致誠甁’銘甁","","1점","높 이 26.3cm 입지름 5.6cm 굽지름 10.6cm","","토도(백자)","","","종로구","새문안로 55 서울역사박물관 (신문로2가)","","20101007",""
"30068","윤산군이탁백자음각묘지","","","3점","세로 23 가로 18 두께 2","","토도(백자)","","","종로구","평창 8길 3 화정박물관 (평창동)","","20110113",""
"30069","백자청화산수문호","白磁靑華山水紋壺","","1점","높이 35.8, 입지름 13.9, 몸통지름 27.5,바닥지름 13.5 ","","토도(백자)","","","종로구","새문안로 55 서울역사박물관 (신문로2가)","","20110113",""
"30070","진관동 석 보살입상","津寬洞 石 菩薩立像","","1점","현재높이 158.5, 머리높이 43.5, 머리너비 28, 어깨너비 51 ","","석(화강암)","","","은평구","진관동 산100-35","","20110113",""
"30071","홍재전서","弘齋全書","","60권60책(포갑6갑)","34.3x21.5","","","","","종로구","새문안로 55 서울역사박물관 (신문로2가)","","20110908",""
"30072","인천안목 권상","人天眼目 卷上","","1책","28.3×17.5","","","","","종로구","새문안로 55 서울역사박물관 (신문로2가)","","20110908",""
"30073","수륙무차평등재의촬요","水陸無遮平等齋儀撮要","","1책","29.8×19.5","","","","","종로구","새문안로 55 서울역사박물관 (신문로2가)","","20110908",""
"30074","선종유심결 등 합철","禪宗唯心訣 等 合綴","","일괄","24.2x14.6","","","16세기","","강남구","압구정동 현대아파트 91동 603호","","20110908",""
"30075","청자퇴화화문주자 및 승반","靑磁堆花花文注子 및 承盤","","1점(3개)","주자 높이 16.1cm/주자 저경 7.5cm/승반 높이 6.4cm/승반 저경 7.1cm","","청자","","","용산구","이태원로55길 60-16, 삼성미술관 리움 (한남동) ","","20041126",""
"30076","관음사 석조보살좌상","觀音寺 石造菩薩坐像","","1구","전고 44.2, 두폭 12, 두고 15.5, 이고 9.5, 견폭 19.6, 슬폭 25, 슬고 5.6, 보개고 2.5","","","","","관악구","승방1길 109-80 관음사 (남현동)","","20111124",""
"30077","예념미타도량참법 권1~10","禮念彌&#38465;道&#22642;懺法 卷一~十","","2책","35.5×23.0","","","1503년간 (18세기 중기 후쇄)","","노원구","중계동 산102-28 정암사","","20111124",""
"30078","효종어필 칠언시","孝宗御筆 七言詩","","1점","(세로X가로) : 69.0X52.8(cm), 제서(題書) 비단바탕 25.8X52.8(cm)","필사본/축장(軸裝)","종이에 먹, 비단에 먹[紙本墨書, 絹本墨書]","효종 재위연간(1649~1659)","","용산구","서빙고로 137, 국립중앙박물관 (용산동5가,임향한의원) ","","20100104",""
"30079","정조어필-제문상정사","正祖御筆-題汶上精舍","","1점","(세로X가로) : 190.5X31.5(cm)","필사본/축장(軸裝)","종이에 먹[紙本墨書]","","","용산구","서빙고로 137, 국립중앙박물관 (용산동5가,임향한의원) ","","20100104",""
"30080","서울 개운사 목조아미타여래좌상 및 발원문","서울 開運寺 木造阿彌陀如來坐像 및 發願文","","불상 1구, 발원문 3장","높이 118, 무릎너비 92","동산문화재로 해당사항없음"," 목조개금","불상 : 13세기(1274년 이전), 발원문 : 1274년, 1322년","","성북구","안암동 5가 개운사, 서울 종로구 우정국로55 불교중앙박물관 ","","20100423",""
"30081","초조본 불설가섭부불반열반경","初雕本 佛說迦葉赴佛般涅槃經","","1권1축","29.4X167.7cm","동산문화재로 해당사항 없음","닥종이","제작연대 : 11세기","","종로구","우정국로 55, 불교중앙박물관 (견지동,광교빌딩) ","","20100224",""
"30082","서울 개운사 목조아미타여래좌상 복장 전적","서울 開運寺 木造阿彌陀如來坐像 腹藏典籍","","21점","","","","","","종로구","우정국로 55, 불교중앙박물관 (견지동,광교빌딩) ","","20100423",""
"30084","상지은니대방광불화엄경 주본 권4","橡紙銀泥大方廣佛華嚴經 周本 卷四","","1권 1첩(권4)","31.9*62.0cm(17절)","사경(寫經)/절첩장","종이(橡紙)","고려후기(14세기)","","강남구","언주로 827, 코리아나화장박물관 (신사동,코리아나아트센타)","","20101025",""
"30086","윤순거 초서 무이구곡가","尹舜擧 草書 武夷九曲歌","","1점(10폭 병)","127*50cm*10폭","병풍","종이에 먹","17세기 후반","","용산구","서빙고로 137, 국립중앙박물관 (용산동5가,임향한의원) ","","20101025",""
"30087","윤순 필적 고시서축","尹淳 筆蹟 古詩書軸","","1축","45.2*404.5cm","축장(軸裝)","비단에 먹","1737년(영조 13, 윤순 58세)","","용산구","서빙고로 137, 국립중앙박물관 (용산동5가,임향한의원) ","","20101025",""
"30088","이광사 행서 화기","李匡師 行書 畵記","","1축","33*177cm","축장(軸裝)","종이에 먹","1746년(영조 22, 이광사 42세)","","용산구","서빙고로 137 국립중앙박물관(용산동5가, 임향한의원)","","20101025",""
"30089","이광사 필적 원교법첩","李匡師 筆蹟 員嶠法帖","","1첩","35.2*23.3cm","첩장(帖裝)","비단에 먹/ 금니","1755년(영조 31, 이광사 56세) 2월 이전","","용산구","서빙고로 137, 국립중앙박물관 (용산동5가,임향한의원) ","","20101025",""
"30091","이인상 전서 원령필","李麟祥 篆書 元靈筆","","3첩","上&#983791;中&#983791;下 3帖, 42*35.4cm","선장(線裝)","종이에 먹","18세기 중반","","용산구","서빙고로 137, 국립중앙박물관 (용산동5가,임향한의원)","","20101025",""
"30094","김정희 해서 묵소거사자찬","金正喜 楷書 &#40665;笑居士自讚","","1축","30.2*128.5cm","축장(軸裝)","종이에 먹","1837~1840년(헌종 3~6, 김정희 52~55세) 추정","","용산구","서빙고로 137 국립중앙박물관(용산동5가, 임향한의원)","","20101025",""
"30095","김정희 예서대련 호고연경","金正喜 隸書對聯 好古硏經","","2축(대련)","124.7*28.5cm*2폭","축장(軸裝)","종이에 먹","19세기 전반","","용산구","이태원로55길 60-16, 삼성미술관 리움 (한남동) ","","20101025",""
"30096","서울 살곶이 다리","서울 [箭串橋]","","10,232㎡","부동산건조물 대상항목 아님","길이 76m, 너비 6m, 석재 교량","화강석","","","성동구","행당동 58","성동구청","20111223",""
"30097","서울 관상감 관천대","서울 觀象監 觀天臺","","179㎡","부동산건조물 대상항목 아님","높이 4.2m, 가로 2.8m, 세로 2.5m","화강암","조선시대","","종로구","율곡로 75","종로구청","20111223",""
"30098","도봉서원과 각석군","道峰書院과 刻石群","","토지20,557.4㎡, 각석 11기","","","","","","도봉구","도봉산길 86 등 (도봉동)","","20091022",""
"30099","완남부원군 이후원 묘역","完南府院君 李厚源 墓域","","분묘 1基, 석물 8基, 토지 2,039.6㎡","이후원과 광주김씨ㆍ영월신씨 합장묘(둘레석 7장)","","","조선(18세기)","","강남구","자곡동 산 39-3 등","","20091230",""
"30100","월산대군 이정 태실","月山大君 李&#23159; 胎室","","태비 1基, 석함 1基, 토지 287㎡","37cm×21.5cm×60cm, 109cm×99cm","","","1462년","","서초구","우면동 291-1","","20100325",""
"30101","인왕상 수성동 계곡","仁王山 水聲洞 溪谷","","돌다리 1기, 수성동 계곡부 및 토지, 10,097.2㎡","","","","","","종로구","옥인동 179-1","","20101021",""
"30102","불암산성","佛巖山城","","산성(서울지역)토지 3,692.6㎡","","","","","","노원구","중계동 산 101-1","","20101223",""
"30103","구 용산철도병원 본관","舊 龍山鐵道病院 本館","","1동, 지상2층","건축면적 1,255.21㎡, 연면적2,510.42㎡","","철조콘크리트조 적벽돌 마감","일제강점기(1928년)","","용산구","한강대로14길 35-29 (한강로3가) ","","20081027",""
"30104","알렌의 진단서","","","1점","20.5X14.0(cm)","","종이","1885.9.13","","서대문구","연세로 50, 동은의학박물관 (신촌동) ","","20091012",""
"30105","알렌의 검안경","알렌의 檢眼鏡","","1건(기구1점, 함 1점)","4.2X18.0(cm)","동산문화재로 해당사항 없음","금속","1870~80년대","","서대문구","연세로 50, 동은의학박물관 (신촌동) ","","20091012",""
"30106","제중원 1차년도 보고서","","","1권","13.5X19.5(cm), 385쪽","동산유형문화재로 해당사항 없음","종이","","","서대문구","연세로 50, 학술정보원 (신촌동,연세대학교)","","20091012",""
"30107","에비슨의 수술장면 유리건판 필름","","","1점","83mmX82mm","동산유형문화재로 해당사항 없음","유리","1904","","서대문구","연세로 50, 동은의학박물관 (신촌동)","","20091012",""
"30108","대한의원 개원 칙서","","","1점","559mmX430mm","동산 유형문화재로 해당사항 없음","종이","1908년 10월 24일","","종로구","연건동 28 (서울대병원 의학박물관) ","","20091012",""
"30109","분쉬의 외과도구","","","1건(기구 10점, 함 1점)","197mmX72mmX32mm","동산유형문화재로 해당사항 없음","금속, 목재","1900년대 초반 추정","","서대문구","연세로 50, 동은의학박물관 (신촌동) ","","20091012",""
"30110","건칠반","乾漆盤","","1건","354mmX155mm","동산 유형문화재로 해당사항 없음","건칠","1933","","용산구","서빙고로 137 국립중앙박물관(용산동5가, 임향한의원)","","20091012",""
"30111","은제이화문탕기","銀製李花文湯器","","1건","184mmX118mm","동산유형문화재로 해당사항 없음","음, 금","1910년대","","종로구","효자로12 국립고궁박물관(세종로)","","20091012",""
"30112","은제이화문화병","銀製李花文花甁","","1건","164mmX302mm","동산 유형 문화재로 해당사항 없음","은, 금","1910년대","","종로구","효자동 12 국립고궁박물관(세종로)","","20091012",""
"30113","유제화형촛대","鍮製花形燭臺","","1건","240mmX725mm","동산 유형문화재로 해당사항 없음","유기","1900년대 초","","서대문구","이화여대길 52, 이화여대박물관 (대현동) ","","20091012",""
"30114","진관사 소장 태극기 및 독립신문류","","","6종 21점","태극기 : 89X70(cm)","동산 유형문화재로 해당사항 없음","태극기 : 면직물, 독립신문, 종이","1919년","","은평구","진관길 73 진관사(진광동)","","20100225",""
"30115","면제갑옷","","","1건","앞길이 82cm, 앞품 48.5cm","동산 유형문화재로 해당사항 없음","면직물","1866~1870년","","용산구","서빙고로 137 국립중앙박물관(용산동5가, 임향한의원)","","20100625",""
"30116","한국광복군 군복","","","1건 2점","길이 62cm, 품 46cm(상의), 길이 94cm, 허리둘레 98cm(하의)","동산 유형문화재로 해당사항 없음","면직물","1945년 추정","","노원구","화랑로 574 육군사관학교 육군박물관(공릉동)","","20100625",""
"30117","대한민국 육군기","","","1건","127cmX98.5cm","동산 유형문화재로 해당사항 없음","폴리에스테르직물","1948년 추정","","노원구","화랑로 574 육군사관학교 육군박물관(공릉동)","","20100625",""
"30118","휴전협정 조인시 사용 책상","","","1건","183X124X77cm","동산 유형문화재로 해당사항 없음","목재","1940년대 추정","","용산구","이태원로 29 전쟁기념관(용산동1가)","","20100625",""
"30119","엄복동 자전거","","","1건","길이 168.5cm, 높이 90cm","동산 유형문화재로 해당사항 없음","철재, 목재","1910년대","","강동구","양재대로128길 14 주풍그린빌 101호(길동)","","20100824",""
