"연번","업소명","업종","업태","소재지","도로명주소","전화번호","한실수","양실수"
"2826","프린세스호텔","숙박업(일반)","여관업","서울특별시 강남구 신사동 641번지 1호","서울특별시 강남구 압구정로46길 17, (신사동)","02-545-4300","10","42"
"2827","스카이모텔","숙박업(일반)","여관업","서울특별시 강남구 역삼동 628번지 11호 지상2층-지상4층","서울특별시 강남구 논현로 535, 지상2층-지상4층 (역삼동)","02-555-1940","11","21"
"2828","아일랜드","숙박업(일반)","여관업","서울특별시 강남구 역삼동 678번지 30호","서울특별시 강남구 테헤란로33길 3-4, (역삼동)","02-539-2262","","36"
"2829","호텔나인","숙박업(일반)","여관업","서울특별시 강남구 논현동 113번지 18호","서울특별시 강남구 언주로134길 27, 지하1층,지상1~3층 (논현동)","02-544-1179","0","14"
"2830","엠프러스","숙박업(일반)","여관업","서울특별시 강남구 삼성동 100번지 3호","서울특별시 강남구 봉은사로113길 23, (삼성동)","02-545-9981","0","20"
"2831","베네치아관광호텔","숙박업(일반)","관광호텔","서울특별시 강남구 역삼동 606번지 28호 ,22","서울특별시 강남구 논현로 561, (역삼동,,22)","02-556-4001","","60"
"2832","아마레호텔","숙박업(일반)","여관업","서울특별시 강남구 역삼동 776번지 19호","서울특별시 강남구 논현로 328, (역삼동)","02-555-0343","0","45"
"2833","트리아관광호텔","숙박업(일반)","관광호텔","서울특별시 강남구 역삼동 677번지 11호","서울특별시 강남구 테헤란로33길 16, (역삼동)","02-553-2471","4","40"
"2834","휴호텔","숙박업(일반)","여관업","서울특별시 강남구 논현동 116번지","서울특별시 강남구 학동로43길 8, 지상3~5층 (논현동)","02-544-9580","11","19"
"2835","갤러리모텔","숙박업(일반)","여관업","서울특별시 강남구 역삼동 808번지 1호","서울특별시 강남구 봉은사로 106, (역삼동)","02-566-3704","","24"
"2836","하이랜드호텔","숙박업(일반)","여관업","서울특별시 강남구 논현동 7번지 1호","서울특별시 강남구 도산대로 166, (논현동)","02-0541-1250","10","45"
"2837","호텔데미안","숙박업(일반)","여관업","서울특별시 강남구 도곡동 542번지 2호","서울특별시 강남구 도곡로 220, (도곡동)","02-3462-6301","12","25"
"2838","호텔발트","숙박업(일반)","여관업","서울특별시 강남구 역삼동 651번지 2호","서울특별시 강남구 봉은사로 212, (역삼동)","02-567-6240","18","30"
"2839","부띠끄 역삼","숙박업(일반)","여관업","서울특별시 강남구 역삼동 720번지 17호","서울특별시 강남구 언주로87길 6, (역삼동)","02-0553-5619","0","31"
"2840","라마다서울호텔","숙박업(일반)","관광호텔","서울특별시 강남구 삼성동 112번지 5호","서울특별시 강남구 봉은사로 410, (삼성동)","02-6202-2000","0","246"
"2841","힐탑관광호텔","숙박업(일반)","관광호텔","서울특별시 강남구 논현동 151번지 30호","서울특별시 강남구 논현로 647, 지상2층,3층,4층 (논현동)","02-540-3451","0","57"
"2842","자이안트","숙박업(일반)","관광호텔","서울특별시 강남구 삼성동 45번지 10호","서울특별시 강남구 봉은사로 459, (삼성동)","02-546-0225","0","56"
"2843","호텔리베라","숙박업(일반)","관광호텔","서울특별시 강남구 청담동 53번지 7호","서울특별시 강남구 영동대로 737, (청담동)","02-541-3111","0","181"
"2844","하이파크모텔","숙박업(일반)","여관업","서울특별시 강남구 논현동 242번지 25호","서울특별시 강남구 선릉로129길 3-8, (논현동)","02-540-6468","1","28"
"2845","밀라노여관","숙박업(일반)","여관업","서울특별시 강남구 역삼동 826번지 32호","서울특별시 강남구 테헤란로2길 35, (역삼동)","02-552-1259","10","29"
"2846","호텔 시애틀","숙박업(일반)","여관업","서울특별시 강남구 역삼동 826번지 41호","서울특별시 강남구 테헤란로2길 37, (역삼동)","02-552-1988","","44"
"2847","나인모텔","숙박업(일반)","여관업","서울특별시 강남구 역삼동 677번지 3호","서울특별시 강남구 언주로93길 27, (역삼동)","02-561-2121","5","29"
"2848","(주)선샤인호텔","숙박업(일반)","관광호텔","서울특별시 강남구 신사동 587번지 1호","서울특별시 강남구 도산대로 205, (신사동)","02-541-1818","6","66"
"2849","그랜드인터컨티넨탈서울 파르나스","숙박업(일반)","관광호텔","서울특별시 강남구 삼성동 159번지 8호","서울특별시 강남구 테헤란로 521, (삼성동)","02-559-7034","0","546"
"2850","호텔프리마(주)","숙박업(일반)","관광호텔","서울특별시 강남구 청담동 52번지 3호","서울특별시 강남구 도산대로 536, (청담동)","02-6006-9114","2","118"
"2851","몽마르뜨여관","숙박업(일반)","여관업","서울특별시 강남구 역삼동 719번지 13호","서울특별시 강남구 언주로87길 30, (역삼동)","02-0568-1123","12","5"
"2852","호텔 소울하다","숙박업(일반)","여관업","서울특별시 강남구 역삼동 823번지 43호","서울특별시 강남구 테헤란로10길 5, (역삼동)","02-565-7043","2","31"
"2853","임피리얼팰리스호텔","숙박업(일반)","관광호텔","서울특별시 강남구 논현동 248번지 7호","서울특별시 강남구 언주로 640, (논현동)","02-3440-8000","","414"
"2854","다이내스티관광호텔","숙박업(일반)","관광호텔","서울특별시 강남구 논현동 202번지 7호","서울특별시 강남구 봉은사로 125, (논현동)","02-540-3041","18","36"
"2855","Vole(볼)","숙박업(일반)","일반호텔","서울특별시 강남구 역삼동 606번지","서울특별시 강남구 봉은사로 174, (역삼동)","02-561-2211","5","44"
"2856","(주)라까사호텔","숙박업(일반)","관광호텔","서울특별시 강남구 신사동 527번지 2호 ,3","서울특별시 강남구 도산대로1길 83, (신사동,,3)","02-541-1011","15","51"
"2857","아이엠티호텔","숙박업(일반)","여관업","서울특별시 강남구 역삼동 831번지 8호","서울특별시 강남구 역삼로1길 11, (역삼동)","02-564-7486","41","0"
"2858","바레","숙박업(일반)","일반호텔","서울특별시 강남구 역삼동 719번지 23호","서울특별시 강남구 테헤란로34길 9, (역삼동)","02-553-1677","6","28"
"2859","호텔리치몬드","숙박업(일반)","여관업","서울특별시 강남구 역삼동 605번지 17호","서울특별시 강남구 봉은사로 170, (역삼동)","02-562-2151","0","60"
"2860","노보텔앰배서더 강남","숙박업(일반)","관광호텔","서울특별시 강남구 역삼동 603번지","서울특별시 강남구 봉은사로 130, (역삼동)","02-567-1101","6","330"
"3088","허브모텔","숙박업(일반)","여관업","서울특별시 강동구 길동 386번지 5호","서울특별시 강동구 천중로38길 71, (길동)","02-487-1440","12","10"
"3089","하와이장","숙박업(일반)","여관업","서울특별시 강동구 길동 386번지 5호","서울특별시 강동구 천중로38길 69, (길동)","02-0487-1440","12","10"
"3090","유미모텔","숙박업(일반)","여관업","서울특별시 강동구 길동 387번지 2호","서울특별시 강동구 천중로40길 67, (길동)","02-0482-2071","6","20"
"3091","에바파크","숙박업(일반)","여관업","서울특별시 강동구 천호동 454번지 3호","서울특별시 강동구 올림픽로70길 44, (천호동)","02-470-0223","4","15"
"3092","러브이즈","숙박업(일반)","여관업","서울특별시 강동구 길동 387번지 14호","서울특별시 강동구 천중로40길 71, (길동)","02-0478-4666","7","23"
"3093","아이엠티투(IMT2)호텔","숙박업(일반)","여관업","서울특별시 강동구 길동 387번지 7호","서울특별시 강동구 양재대로111길 28, (길동)","02-483-0942","8","35"
"3094","동성장여관","숙박업(일반)","여관업","서울특별시 강동구 길동 416번지 15호","서울특별시 강동구 진황도로 79, (길동)","010-4311-5908","5","31"
"3095","송학장","숙박업(일반)","여관업","서울특별시 강동구 천호동 452번지 13호","서울특별시 강동구 천호대로159길 22-16, (천호동)","02-479-3510","3","20"
"3096","커플","숙박업(일반)","여관업","서울특별시 강동구 길동 449번지 2호","서울특별시 강동구 진황도로 92-7, (길동)","02-477-7894","2","23"
"3097","자자모텔","숙박업(일반)","여관업","서울특별시 강동구 길동 450번지 1호","서울특별시 강동구 천호대로175길 11-8, (길동)","02-472-5425","","23"
"3098","리치모텔","숙박업(일반)","여관업","서울특별시 강동구 길동 447번지 1호","서울특별시 강동구 진황도로 92, (길동)","02-479-4334","9","15"
"3099","궁","숙박업(일반)","여관업","서울특별시 강동구 길동 386번지 3호","서울특별시 강동구 천중로40길 70, (길동)","02-441-2997","13","20"
"3100","길동모텔","숙박업(일반)","여관업","서울특별시 강동구 길동 414번지 8호","서울특별시 강동구 천호대로177길 47, (길동)","02-479-3333","","35"
"3101","연애시대모텔","숙박업(일반)","여관업","서울특별시 강동구 천호동 557번지","서울특별시 강동구 진황도로 21-1, (천호동)","02-470-3368","","20"
"3102","무오래호텔","숙박업(일반)","여관업","서울특별시 강동구 천호동 430번지 14호","서울특별시 강동구 올림픽로 654-5, (천호동)","02-472-6575","12","12"
"3103","히트호텔(HIT)","숙박업(일반)","여관업","서울특별시 강동구 천호동 427번지 29호","서울특별시 강동구 구천면로24길 28, (천호동)","02-487-3292","","42"
"3104","동아","숙박업(일반)","여관업","서울특별시 강동구 천호동 423번지 168호","서울특별시 강동구 구천면로23길 17-4, (천호동)","02-485-7048","6","5"
"3105","중앙 여인숙","숙박업(일반)","여인숙업","서울특별시 강동구 천호동 438번지 24호","서울특별시 강동구 올림픽로76길 25-11, (천호동)","02-483-5055","12",""
"3106","신춘 여인숙","숙박업(일반)","여인숙업","서울특별시 강동구 천호동 423번지 132호","서울특별시 강동구 올림픽로80길 56-4, (천호동)","02-482-6825","8",""
"3107","금복여관","숙박업(일반)","여관업","서울특별시 강동구 천호동 166번지 97호","서울특별시 강동구 진황도로27가길 13, (천호동)","02-477-6609","12",""
"3108","새서울","숙박업(일반)","여관업","서울특별시 강동구 천호동 423번지 150호","서울특별시 강동구 올림픽로80길 38-26, (천호동)","02-475-8934","6","6"
"3109","온","숙박업(일반)","여관업","서울특별시 강동구 천호동 328번지","서울특별시 강동구 선사로 82, (천호동)","02-482-7881","9","9"
"3110","스위스여관","숙박업(일반)","여관업","서울특별시 강동구 암사동 496번지 43호","서울특별시 강동구 올림픽로98길 42, (암사동)","02-442-6440","11","10"
"3111","우진모텔","숙박업(일반)","여관업","서울특별시 강동구 명일동 48번지 3호","서울특별시 강동구 동남로73길 17, (명일동)","02-428-3475","5","23"
"3112","동일여관","숙박업(일반)","여관업","서울특별시 강동구 천호동 423번지 90호","서울특별시 강동구 구천면로31길 48, (천호동)","02-485-2019","9","5"
"3113","로얄장","숙박업(일반)","여관업","서울특별시 강동구 천호동 430번지 1호","서울특별시 강동구 올림픽로70길 25, (천호동)","02-470-8766","11","11"
"3114","에스라인","숙박업(일반)","여관업","서울특별시 강동구 길동 413번지 44호","서울특별시 강동구 양재대로109길 7, (길동)","02-478-2382","","28"
"3115","광지","숙박업(일반)","여관업","서울특별시 강동구 둔촌동 77번지 7호","서울특별시 강동구 진황도로 174, (둔촌동)","02-485-5827","","24"
"3116","플러스호텔","숙박업(일반)","일반호텔","서울특별시 강동구 천호동 429번지 9호","서울특별시 강동구 올림픽로72길 12, (천호동)","02-477-8330","","42"
"3117","강나루장","숙박업(일반)","여관업","서울특별시 강동구 암사동 510번지","서울특별시 강동구 상암로 2, (암사동)","02-3426-6291","","10"
"3118","칼라모텔","숙박업(일반)","여관업","서울특별시 강동구 천호동 429번지 3호","서울특별시 강동구 올림픽로72길 13-1, (천호동)","02-471-8959","","15"
"3119","혜성여인숙","숙박업(일반)","여인숙업","서울특별시 강동구 천호동 393번지 8호","서울특별시 강동구 구천면로29길 60, (천호동)","02-473-2267","18",""
"3120","모텔클래식","숙박업(일반)","여관업","서울특별시 강동구 천호동 430번지 8호","서울특별시 강동구 올림픽로 654-15, (천호동)","02-483-3684","0","19"
"3121","한일여인숙","숙박업(일반)","여인숙업","서울특별시 강동구 천호동 423번지 95호","서울특별시 강동구 올림픽로80길 56-5, (천호동)","02-470-5976","","9"
"3122","모텔얌천호점","숙박업(일반)","여관업","서울특별시 강동구 천호동 357번지 11호","서울특별시 강동구 올림픽로 680, (천호동)","02-477-2311","9","9"
"3123","반도장","숙박업(일반)","여관업","서울특별시 강동구 천호동 423번지 173호","서울특별시 강동구 올림픽로76길 31, (천호동)","02-470-3182","6","5"
"3124","강남 여인숙","숙박업(일반)","여인숙업","서울특별시 강동구 천호동 437번지 15호","서울특별시 강동구 올림픽로78길 20, (천호동)","02-484-0677","","9"
"3125","첼로모텔","숙박업(일반)","여관업","서울특별시 강동구 길동 413번지 36호","서울특별시 강동구 진황도로43길 13, (길동)","02-482-5118","6","13"
"3126","씨티모텔","숙박업(일반)","여관업","서울특별시 강동구 천호동 550번지 12호","서울특별시 강동구 진황도로 9, (천호동)","02-479-4084","","21"
"3127","테마모텔","숙박업(일반)","여관업","서울특별시 강동구 천호동 354번지 5호","서울특별시 강동구 올림픽로 677, (천호동)","02-476-0925","","28"
"3128","M모텔","숙박업(일반)","여관업","서울특별시 강동구 천호동 556번지 3호","서울특별시 강동구 진황도로23길 12, (천호동)","02-470-1671","","31"
"3129","예스모텔","숙박업(일반)","여관업","서울특별시 강동구 천호동 410번지 186호","서울특별시 강동구 진황도로 24, (천호동)","02-484-9976","","19"
"3130","호텔 Story","숙박업(일반)","여관업","서울특별시 강동구 천호동 328번지 10호","서울특별시 강동구 선사로 78, (천호동)","02-476-8817","","19"
"3131","하이센스","숙박업(일반)","여관업","서울특별시 강동구 길동 388번지 1호","서울특별시 강동구 천중로42길 65, (길동)","02-475-0505","7","28"
"3132","하늘사랑","숙박업(일반)","여관업","서울특별시 강동구 천호동 452번지 32호","서울특별시 강동구 천호대로159길 22-40, (천호동)","02-470-5209","","11"
"3133","캠프","숙박업(일반)","여관업","서울특별시 강동구 천호동 416번지 3호","서울특별시 강동구 구천면로24길 25, (천호동)","02-476-7093","","30"
"3134","쉴","숙박업(일반)","여관업","서울특별시 강동구 길동 416번지 20호","서울특별시 강동구 천호대로173길 39, (길동)","017-239-4993","","28"
"3135","아이엠티(IMT)호텔","숙박업(일반)","일반호텔","서울특별시 강동구 길동 387번지 6호","서울특별시 강동구 천중로42길 78, (길동)","02-489-4682","","55"
"3136","강남장여관","숙박업(일반)","여관업","서울특별시 강동구 암사동 489번지 66호","서울특별시 강동구 상암로 97, (암사동)","02-481-9382","3","10"
"3137","밀레오모텔","숙박업(일반)","여관업","서울특별시 강동구 천호동 426번지 5호","서울특별시 강동구 구천면로24길 20-10, (천호동)","02-476-0633","","26"
"3138","동호여관","숙박업(일반)","여관업","서울특별시 강동구 천호동 362번지 41호","서울특별시 강동구 올림픽로80길 51, (천호동)","02-476-3135","8","7"
"3139","제이모텔","숙박업(일반)","여관업","서울특별시 강동구 천호동 331번지 9호","서울특별시 강동구 천중로2길 3, (천호동)","02-482-2982","16","15"
"3140","그린파크","숙박업(일반)","여관업","서울특별시 강동구 길동 452번지 18호","서울특별시 강동구 천호대로175길 11-9, (길동)","02-472-2308","","20"
"3141","바나나","숙박업(일반)","여관업","서울특별시 강동구 길동 386번지 6호","서울특별시 강동구 천중로38길 73, (길동)","02-474-7778","","21"
"3142","허리우드","숙박업(일반)","여관업","서울특별시 강동구 길동 412번지 2호","서울특별시 강동구 양재대로109길 26, (길동)","02-476-8087","2","26"
"3143","트리플알(triple-R)","숙박업(일반)","여관업","서울특별시 강동구 길동 387번지 4호","서울특별시 강동구 천중로42길 68, (길동)","02-488-2552","0","40"
"3144","현대여관","숙박업(일반)","여관업","서울특별시 강동구 천호동 418번지 6호","서울특별시 강동구 구천면로25길 12, (천호동)","02-475-1772","3","9"
"3145","비너스모텔","숙박업(일반)","여관업","서울특별시 강동구 둔촌동 77번지 118호","서울특별시 강동구 진황도로 178, (둔촌동)","02-475-1723","","25"
"3146","투 모텔(TOO MOTEL)","숙박업(일반)","여관업","서울특별시 강동구 천호동 338번지 14호","서울특별시 강동구 구천면로 143, (천호동)","02-488-9627","","18"
"3147","프라자모텔","숙박업(일반)","여관업","서울특별시 강동구 천호동 550번지 광천 빌딩 3층,4층","서울특별시 강동구 구천면로 216, (천호동,광천 빌딩 3층,4층)","02-478-1700","0","31"
"3148","오리엔트모텔","숙박업(일반)","여관업","서울특별시 강동구 길동 413번지 51호","서울특별시 강동구 진황도로 105, (길동)","02-473-2555","3","33"
"3149","몽","숙박업(일반)","여관업","서울특별시 강동구 천호동 454번지 28호","서울특별시 강동구 올림픽로70길 50-8, (천호동)","02-473-8705","0","20"
"3150","투비인 관광호텔","숙박업(일반)","관광호텔","서울특별시 강동구 길동 388번지 2호","서울특별시 강동구 천중로42길 75, (길동)","02-470-2851","0","92"
"3151","드라마","숙박업(일반)","여관업","서울특별시 강동구 천호동 454번지 5호","서울특별시 강동구 천호대로155길 21, (천호동)","02-470-6498","2","13"
"3152","스카이모텔","숙박업(일반)","여관업","서울특별시 강동구 암사동 462번지 11호","서울특별시 강동구 고덕로 42, (암사동)","02-442-2398","0","22"
"3153","현대","숙박업(일반)","여관업","서울특별시 강동구 천호동 423번지 38호","서울특별시 강동구 올림픽로76길 29, (천호동)","02-487-7377","9",""
"3154","이너스모텔","숙박업(일반)","여관업","서울특별시 강동구 천호동 427번지 10호","서울특별시 강동구 올림픽로72길 19, (천호동)","02-485-5755","","54"
"3155","라벤더","숙박업(일반)","여관업","서울특별시 강동구 천호동 427번지 4호","서울특별시 강동구 구천면로24길 20-31, (천호동)","02-472-8840","","40"
"3156","성남","숙박업(일반)","여관업","서울특별시 강동구 천호동 410번지 7호","서울특별시 강동구 천호대로159길 45, (천호동)","02-482-7222","8",""
"3157","영동장","숙박업(일반)","여관업","서울특별시 강동구 천호동 557번지 2호","서울특별시 강동구 진황도로 23-1, (천호동)","02-479-2812","10","8"
"3158","그린힐","숙박업(일반)","여관업","서울특별시 강동구 길동 416번지 17호","서울특별시 강동구 천호대로173길 41, (길동)","02-475-2351","5","35"
"3159","쵸콜릿","숙박업(일반)","여관업","서울특별시 강동구 길동 386번지 4호","서울특별시 강동구 천중로40길 72, (길동)","02-472-8834","14","14"
"3160","신 발리모텔","숙박업(일반)","여관업","서울특별시 강동구 길동 413번지 17호","서울특별시 강동구 천호대로177길 48-14, (길동)","02-477-0740","4","24"
"3161","에스","숙박업(일반)","여관업","서울특별시 강동구 둔촌동 144번지 4호","서울특별시 강동구 진황도로 200, (둔촌동)","02-482-5716","","20"
"3162","세이호텔","숙박업(일반)","여관업","서울특별시 강동구 길동 412번지 14호","서울특별시 강동구 양재대로109길 22, (길동)","02-477-3580","2","35"
"3163","아르고","숙박업(일반)","일반호텔","서울특별시 강동구 길동 415번지 18호","서울특별시 강동구 진황도로 93, (길동)","02-470-2500","","55"
"3164","윈","숙박업(일반)","일반호텔","서울특별시 강동구 길동 387번지 11호","서울특별시 강동구 천중로40길 77, (길동)","02-472-8790","","40"
"3165","연","숙박업(일반)","일반호텔","서울특별시 강동구 천호동 454번지 34호","서울특별시 강동구 올림픽로70길 50-11, (천호동)","02-482-7680","1","21"
"3166","발리관광호텔","숙박업(일반)","관광호텔","서울특별시 강동구 성내동 417번지 5호","서울특별시 강동구 풍성로 210, (성내동)","02-484-1411","","50"
"3167","유니모텔","숙박업(일반)","여관업","서울특별시 강동구 천호동 416번지 10호","서울특별시 강동구 구천면로24길 19, (천호동)","02-476-5575","","44"
"3168","호텔야자","숙박업(일반)","여관업","서울특별시 강동구 천호동 454번지 57호","서울특별시 강동구 올림픽로70길 56-5, (천호동)","02-478-5522","","30"
"3169","호텔Blue","숙박업(일반)","여관업","서울특별시 강동구 천호동 430번지 5호","서울특별시 강동구 올림픽로72길 20, (천호동)","02-474-8338","0","29"
"2899","엘에이치(LH)글로벌","숙박업(일반)","여관업","서울특별시 강남구 역삼동 648번지 7호","서울특별시 강남구 강남대로94길 56-4, (역삼동)","02-553-5255","0","31"
"2900","샹그리아 모텔","숙박업(일반)","여관업","서울특별시 강남구 역삼동 831번지 7호","서울특별시 강남구 역삼로1길 13, (역삼동)","02-539-8385","0","48"
"2901","베스트 웨스턴 프리미어 강남호텔","숙박업(일반)","관광호텔","서울특별시 강남구 논현동 205번지 9호","서울특별시 강남구 봉은사로 139, (논현동)","02-6474-2000","","128"
"2902","파크하얏트서울","숙박업(일반)","관광호텔","서울특별시 강남구 대치동 995번지 14호 지상3층~21.23층","서울특별시 강남구 테헤란로 606, (대치동,지상3층~21.23층)","02-501-5487","","185"
"2903","청아장여관","숙박업(일반)","일반호텔","서울특별시 강남구 논현동 242번지 48호 1,2,3,4층(446.64)","서울특별시 강남구 선릉로127길 5-3, (논현동,1,2,3,4층(446.64))","-5991","3","20"
"2904","트윈스모텔","숙박업(일반)","여관업","서울특별시 강남구 대치동 890번지 33호","서울특별시 강남구 테헤란로68길 11, (대치동)","011-448-4140","","50"
"2905","호텔 더 매트","숙박업(일반)","일반호텔","서울특별시 강남구 역삼동 720번지 16호","서울특별시 강남구 언주로87길 8, (역삼동)","0002-0561-8070","","44"
"2906","트윈스모텔(2)","숙박업(일반)","여관업","서울특별시 강남구 대치동 890번지 61호 5,6층","서울특별시 강남구 테헤란로68길 13, (대치동,5,6층)","011-448-4140","","13"
"2907","코포텔","숙박업(일반)","여관업","서울특별시 강남구 논현동 242번지 20호","서울특별시 강남구 선릉로129길 9-3, (논현동)","02-545-6971","2","18"
"2908","펜타리움","숙박업(일반)","일반호텔","서울특별시 강남구 청담동 68번지 7호 지상4,5층","서울특별시 강남구 영동대로 725, (청담동,지상4,5층)","-960","5","23"
"2909","케이팝호텔","숙박업(일반)","관광호텔","서울특별시 강남구 역삼동 662번지 7호 지상3층~10층","서울특별시 강남구 언주로 547, (역삼동,지상3층~10층)","02-557-8267","0","150"
"2910","스텔라","숙박업(일반)","여관업","서울특별시 강남구 역삼동 719번지 16호 ,17호","서울특별시 강남구 언주로89길 25, (역삼동,,17호)","011-314-9997","0","0"
"2911","르몽드","숙박업(일반)","여관업","서울특별시 강남구 삼성동 143번지 13호 6~9층","서울특별시 강남구 테헤란로77길 11-12, (삼성동,6~9층)","010-3736-0850","0","29"
"2912","사월","숙박업(일반)","일반호텔","서울특별시 강남구 역삼동 720번지 12호","서울특별시 강남구 언주로89길 13, (역삼동)","02-3452-4900","0","39"
"2913","글래드 라이브(GLAD LIVE)","숙박업(일반)","관광호텔","서울특별시 강남구 논현동 236번지 8호","서울특별시 강남구 봉은사로 223, 4~19층 (논현동)","011-9872-9363","0","169"
"2914","아드리게호텔","숙박업(일반)","일반호텔","서울특별시 강남구 역삼동 718번지 13호","서울특별시 강남구 테헤란로28길 3-6, (역삼동)","010-5017-8644","0","40"
"2915","K 호텔","숙박업(일반)","여관업","서울특별시 강남구 역삼동 719번지 22호 4~6층","서울특별시 강남구 테헤란로38길 8, (역삼동,4~6층)","010-7331-4929","0","33"
"2916","맨하탄호텔","숙박업(일반)","일반호텔","서울특별시 강남구 삼성동 144번지 6호 지상3,4,5층","서울특별시 강남구 테헤란로77길 12, (삼성동)","010-5547-5899","0","42"
"2917","녹스 부띠끄 관광호텔","숙박업(일반)","관광호텔","서울특별시 강남구 역삼동 677번지 13호","서울특별시 강남구 테헤란로37길 13-13, (역삼동)","02-3454-1888","0","41"
"2918","리츠","숙박업(일반)","여관업","서울특별시 강남구 삼성동 142번지 16호 지상3~4층","서울특별시 강남구 선릉로92길 39, 지상3~4층 (삼성동)","010-7192-5131","0","20"
"2919","씨네마","숙박업(일반)","여관업","서울특별시 강남구 삼성동 143번지 16호 지상2,3,4층","서울특별시 강남구 테헤란로77길 11-20, 지상2,3,4층 (삼성동)","02-569-3225","21","0"
"2920","머큐어 엠버서더 쏘도베호텔","숙박업(일반)","관광호텔","서울특별시 강남구 역삼동 642번지","서울특별시 강남구 테헤란로25길 10, 지상3~20층 (역삼동)","02-2050-6000","0","288"
"2921","호텔더디자이너스 삼성","숙박업(일반)","관광호텔","서울특별시 강남구 삼성동 144번지 7호","서울특별시 강남구 테헤란로79길 7, (삼성동)","02-568-8371","0","90"
"2922","호텔 그라모스 서울강남","숙박업(일반)","관광호텔","서울특별시 강남구 역삼동 677번지 21호","서울특별시 강남구 테헤란로33길 6-5, 지상1~10층 (역삼동)","02-569-2121","0","42"
"2923","호텔 컬리넌 역삼(HOTEL CULLINAN Yeoksam)","숙박업(일반)","관광호텔","서울특별시 강남구 역삼동 720번지 23호 지하1층-지상10층","서울특별시 강남구 언주로87길 11, 지하1층-지상10층층 (역삼동)","02-562-3520","0","54"
"2924","더제리스플래닛호텔","숙박업(일반)","관광호텔","서울특별시 강남구 역삼동 819번지 9호 지상1층~10층","서울특별시 강남구 강남대로92길 13, 지상1~10층 (역삼동)","02-555-4204","0","43"
"2925","신라스테이 역삼","숙박업(일반)","일반호텔","서울특별시 강남구 역삼동 675번지 3호","서울특별시 강남구 언주로 517, 지상4~14층 (역삼동, KT영동지사 호텔동)","0222-3059-49","303","3"
"2926","알로프트서울강남호텔(Aloft Seoul Gangnam Hotel)","숙박업(일반)","관광호텔","서울특별시 강남구 청담동 131번지 0호 aloft HOTELS 지상3층~지상15층","서울특별시 강남구 영동대로 736, 지상3~15층 (청담동, aloft HOTELS)","02-510-9752","0","188"
"2927","에이치 에비뉴호텔역삼","숙박업(일반)","관광호텔","서울특별시 강남구 역삼동 678번지 14호 에이치에비뉴호텔 역삼","서울특별시 강남구 테헤란로29길 12, 1~10층 (역삼동, 에이치에비뉴호텔 역삼)","02-508-6247","0","49"
"2928","도미인프리미엄서울가로수길호텔","숙박업(일반)","관광호텔","서울특별시 강남구 신사동 514번지 2호 신사케이호텔 주건축물제1동 2~16층","서울특별시 강남구 도산대로 119, 2~16층 (신사동, 신사케이호텔 주건축물제1동)","0254-8939-0","0","212"
"2929","호텔데님(Hotel Denim)","숙박업(일반)","관광호텔","서울특별시 강남구 개포동 1229번지 14호","서울특별시 강남구 논현로 66, 지상2~지상8층 (개포동, 데님관광호텔)","02-2058-1000","0","88"
"2930","블루밍하우스레지던스호텔","숙박업(일반)","숙박업 기타","서울특별시 강남구 역삼동 718번지 11호","서울특별시 강남구 테헤란로28길 3-4, (역삼동)","010-7204-2500","0","58"
"2931","리치웰호텔","숙박업(일반)","관광호텔","서울특별시 강남구 역삼동 677번지 9호 호텔리치웰 지상3~14층","서울특별시 강남구 테헤란로37길 13-10, 지상3~14층 (역삼동, 호텔리치웰)","0255-3665-5","0","57"
"2932","보리호텔(Boree Hotel)","숙박업(일반)","관광호텔","서울특별시 강남구 역삼동 789번지 11호","서울특별시 강남구 역삼로 160, (역삼동)","010-6776-4775","0","46"
"2933","인더시티호스텔(INN THE city hostel)","숙박업(일반)","숙박업 기타","서울특별시 강남구 역삼동 677번지 8호 디엔에스리치빌","서울특별시 강남구 테헤란로37길 13-8, 지상1,2,3층 (역삼동, 디엔에스리치빌)","02-564-8342","0","15"
"2934","펙트 호스텔","숙박업(일반)","일반호텔","서울특별시 강남구 대치동 891번지 34호","서울특별시 강남구 선릉로90길 62, 4층 (대치동, 서원빌딩)","0107-4797-387","10","0"
"2935","호텔더디자이너스리즈강남프리미어","숙박업(일반)","관광호텔","서울특별시 강남구 논현동 201번지 11호 호텔 더 디자이너스 강남 프리미어 지상2~18층","서울특별시 강남구 봉은사로 113, 지상2~18층 (논현동, 호텔 더 디자이너스 강남 프리미어)","02-567-4000","0","171"
"2936","호텔 포레힐(HOTEL FOREHEAL)","숙박업(일반)","관광호텔","서울특별시 강남구 논현동 54번지 4호 호텔 포레힐(HOTEL FOREHEAL)","서울특별시 강남구 학동로 117, 지상3~8층 (논현동, 호텔 포레힐(HOTEL FOREHEAL))","02-2139-7626","0","82"
"2937","호텔카푸치노(Hotel Cappuccino)","숙박업(일반)","관광호텔","서울특별시 강남구 논현동 206번지 1호","서울특별시 강남구 봉은사로 155, 3~16층 (논현동)","0220-3895-00","0","141"
"2938","호텔페이토삼성","숙박업(일반)","관광호텔","서울특별시 강남구 삼성동 158번지 13호 지상3~19층","서울특별시 강남구 테헤란로87길 9, 지상3~19층 (삼성동)","0269-3681-00","0","163"
