문화공간코드,장르분류코드,장르분류명,문화공간명,대표이미지,주소,전화번호,팩스번호,홈페이지,관람시간,관람료(원),휴관일,개관일자,객석수,X좌표,Y좌표,기타사항,무료구분
100809,11,기타,금천구청,http://culture.seoul.go.kr/data/cf/20111021163335.JPG,서울  금천구 시흥동 ),(02)2627-2114,(02)896-6322,http://www.geumcheon.go.kr,,,,,,37.4570784,126.8957012,,0
100810,11,기타,금천구시설관리공단,http://culture.seoul.go.kr/data/cf/20111021160517.JPG,서울  금천구 시흥동 985-26 ),02-809-0061~7,02-809-1471~2,http://www.gfmc.co.kr,,,,,,37.445777,126.902654,,0
100811,11,기타,금빛휘트니스센터,http://culture.seoul.go.kr/data/cf/20111208113217.jpg,서울  금천구 시흥동  금하로 668,02-802-9685~6,02) 802-9684,http://www.gfmc.co.kr/,,유료,,2006.03.02,,37.4528929,126.90425,,1
100812,7,문화원,금천문화원,http://culture.seoul.go.kr/data/cf/20111021163754.JPG,서울  금천구,02-896-8552,02-896-8554,http://geumcheon.kccf.or.kr,,,,,,37.4463856,126.9044675,,0
100111,3,박물관/기념관,건국대학교 박물관,http://culture.seoul.go.kr/data/cf/title_100111.gif,서울  광진구 화양동 1 ),02-450-3880,,http://museum.konkuk.ac.kr,화~금 11:00~16:00,무료,"토,일요일, 공휴일 방학기간중",,,37.5423736,127.0755788,,0
100733,8,도서관,국립어린이청소년 도서관,http://culture.seoul.go.kr/data/cf/20111208093433.jpg,서울  강남구 역삼동   테헤란로7길 21,02-3413-4800,02-3413-4819,http://www.nlcy.go.kr,아침9시~저녁6시  야간도서관 자료이용 : [월~금요일] 18:00~21:00,,"매월 둘째·넷째 월요일, 공휴일",,,37.5009712,127.0296909,,1
100753,11,기타,동대문구민회관,http://culture.seoul.go.kr/data/cf/20111031105833.jpg,서울  동대문구 장안동 354-5 ),02-2247-9662,02-2247-9661,http://www.dfmc.kr/course/gym/comm.asp,평일 07시~22시,,"매주 토요일, 일요일 및 공휴일 (단, 휴관일에도 대관가능하며, 대관시 근무)",1989.01.09,"강당1개, 548석",37.5672385,127.0733795,,1
100787,8,도서관,월계문화정보도서관,http://culture.seoul.go.kr/data/cf/20111214135322.jpg,서울  노원구 월계동  월계로 319,02-991-0871,02-991-0882,http://www.wolgyelib.kr,,,,,,37.6286376,127.0561463,,0
100747,8,도서관,성동구립도서관,http://culture.seoul.go.kr/data/cf/20111020141906.jpg,서울  성동구 행당동 142-4 ),02-2204-6420,02-2299-6449,https://www.sdlib.or.kr,,,"매주 월요일, 공휴일, 장서 및 시설 점검 등 관장이 필요하다고 인정한 날",1994.04.23,,37.5592667,127.0349875,,0
100740,11,기타,충무아트홀스포츠센터,http://culture.seoul.go.kr/data/cf/20111214144018.jpg,서울  중구 흥인동  퇴계로 387,02-2230-6776~7,02-2230-6799,http://www.e-junggu.or.kr/?code=10&subp=1010_1,,,"매월 2주차 일요일, 공휴일",,,37.565865,127.014858,,1
100750,8,도서관,광진정보도서관,http://culture.seoul.go.kr/data/cf/20111031103632.jpg,서울  광진구 광장동 112 ),02-3437-5092~5,02-3437-0165,http://www.gwangjinlib.seoul.kr/,,,"둘째, 넷째주 화요일",2000.11.10,도서관 자료열람실  220석 / 문화동 일반열람실 348석 / 문화동 영화음악감상실 160석,37.5507093,127.1103315,"■ 관람시간  평일 - 종합자료실 : 09:00-22:00        어린이열람실 : 09:00-18:00        일반열람실 : 07:00-23:00 주말 - 종합자료실/어린이열람실 : 09:00-17:00        일반열람실 : 07:00-22:00",0
100018,1,공연장,민속극장풍류,http://culture.seoul.go.kr/data/cf/title_100018.jpg,서울  강남구 삼성동 112-2  ),02-566-5951,02-566-6314,,3월 ~ 10월 : 10 ~ 18시11월 ~  2월 : 10 ~ 17시,,,,,37.50991,127.044364,"■ 기    타 : ※ 주요시설 ▶ 예능동 1,757평 (지하 4F, 지상 3F) ▶ 공예동 1,690평 (지하 4F, 지상 5F) ▶ 공연장, 전시실2, 공방12, 예능단체8, 판매장, 연습실8, 세미나실, 공예교육실기실",1
100838,11,기타,강남스포츠문화센터,http://culture.seoul.go.kr/data/cf/20101118164414.jpg,서울  강남구 수서동 718 ),02-2176-0831,,http://cna.kncity.or.kr/center/findcenterall.aspx?center=100018,,,,,,37.4891013,127.10525,,0
100848,8,도서관,강동구립성내도서관,http://culture.seoul.go.kr/data/cf/20101118161037.jpg,서울  강동구 성내동 385 ),02-471-0044,02-471-1072,http://www.gdlibrary.or.kr/snlib/,,,매주 월요일,,,37.5328592,127.1333198,,0
100886,4,미술관,서울시립 북서울미술관,http://culture.seoul.go.kr/data/cf/20150615113701.jpg,서울  노원구 동일로 1238,02-2124-5201,02-2124-5280,http://sema.seoul.go.kr,"평일 10:00~20:00, 토,일,공휴일 하절기(3월~10월) 19시, 동절기(11월~2월 18시)",무료,"매주 월요일, 1월 1일",2013. 9. 24,,37.640966,127.0667885,,0
100775,7,문화원,강북청소년문화정보도서관,http://culture.seoul.go.kr/data/cf/20160516133838.JPG,서울  강북구 미아동   (삼양로54길 68),02-944-3140,944-3149,http://www.gangbuklib.seoul.kr/youth/,"평일 09:00~20:00, 주말 09:00~17:00",무료,"매월 둘째, 넷째 월요일, 정부지정 굥휴일",2013. 6. 21 : 명칭 변경 개관,,37.6231131,127.0216031,"그동안 문화적 참여공간이 미흡했던 미아동 지역에 청소년은 물론 지역주민들의 학습과 정보의 요람 및 문화생활의 공간이 될『강북청소년문화정보도서관』이 오랜시간 노력과 준비 끝에 개관을 하게 되었습니다.   2001년 12월에 개관한 우리 『강북청소년문화정보도서관』은 강북구의 지역정보화 및 다양한 문화생활에 기여할 수 있도록 첨단 시설과 장비를 갖추고 여러분을 맞이하고 있습니다.  비록 그 규모에 있어 약간의 차이는 있겠으나 신개념 도서관에 어울리는 다양한 도서자료는 물론 고속인터넷이 가능한 전자정보실 등에서 지식정보화 시대에 필요한 유용한 자료와 정보를 제공하고 있습니다.  강북청소년문화정보도서관은 첨단사회로 걸어가는 즈음에서 여러 지역주민들 모두가 평생 학습과 문화생활 참여의 공간으로 가깝게 다가갈 수 있도록 지속적으로 발전시켜 나갈 것입니다.  아울러 향기로운 독서문화와 새로운 배움의 열정을 가진 청소년 및 구민 여러분을 『강북청소년문화정보도서관』에서 더욱 많이 뵙기를 간절히 바라며 계속해서 애정 어린 관심과 끊임없이 많은 이용있으시기 바랍니다.",0
100177,3,박물관/기념관,이화여대박물관,http://culture.seoul.go.kr/data/cf/title_100177.jpg,서울  서대문구 대현동 11-1 ),02-3277-3152,,http://museum.ewha.ac.kr,"오전 9시 30분 ~오후 5시휴관: 일요일, 공휴일 및 여름ㆍ겨울방학",무료,"일요일, 공휴일 및 방학기간",,,37.5627451,126.9467751,,0
100231,3,박물관/기념관,한국가구박물관,http://culture.seoul.go.kr/data/cf/title_100231.jpg,서울  성북구 성북동 330-577 ),02-766-0168,,,13:00 ~ 17:00,무료,,,,37.5999625,126.9930505,,0
100504,3,박물관/기념관,한국은행 화폐금융박물관,http://culture.seoul.go.kr/data/cf/title_100504.jpg,서울  중구 남대문로3가 110 ),02-759-4881,,http://museum.bok.or.kr,10:00~17:00,무료,"월요일, 공휴일, 근로자의날12월 29일부터 다음해 1월 2일",,,37.5620607,126.9805213,,0
100170,1,공연장,SJ비보이극장,http://culture.seoul.go.kr/data/cf/title_100170.jpg,"서울  마포구 서교동  와우산로 121, 삼진제약빌딩 지하1층 비보이즈극장",02-323-5233,02-323-5295,http://www.sjbboys.com,,,,,,37.5535364,126.9268661,,1
100279,1,공연장,썬프라자아트홀,http://culture.seoul.go.kr/data/cf/title_100279.gif,서울  영등포구 대림동 909-2 ),02-833-3100,,http://www.wooripp.co.kr/about03.php,,,,,,37.4959946,126.9078417,"어린이 일반 : 10,000원 관극회원 : 6,000원 할인권 : 7,000원 학습지 : 7,000원 단체 : 6,000원",1
100273,6,문화예술회관,양천문화회관,http://culture.seoul.go.kr/data/cf/20111020164009.jpg,서울  양천구 신정동 322 ),02-2646-5870,02-2651-6571,http://www.yangcheonart.go.kr/main.asp,,,,,,37.5164888,126.8631233,"▶ 지하철로 오실 경우  5호선 오목교역(7번출구) -> 지선버스 6640  5호선 목동역(5번출구) -> 마을버스 양천 03             (7번출구) -> 지선버스 6620, 6623  2호선 신정네거리역(3번출구) -> 지선버스 6624  2호선 양천구청역(2번출구) -> 도보 10분 (목동아파트 1310동 샛길)   ▶ 버스로 오실경우  571 : 연신내역 - 월드컵경기장 서측 - 월촌중학교 - 양천문화회관(양천구민체육센터) - 구로역 - 가산디지털단지  6624 : 국립과학수사연구소 - 강서초등학교 - 신정네거리역 - 남부지방법원 - 양천문화회관 - 목동이대병원  5630 : 하안동 - 구로역 - 목동역 - 법원 - 양천문화회관(양천구민체육센터) - 양천구청 - 하안동  6620 : 양천차고지 - 정랑고개 - 양천문화회관(양천구민체육센터) - 목동역 - 당산역  6640 : 양천차고지 - 정랑고개 - 양천문화회관(양천구민체육센터) - 오목교역 - 신세계백화점 - 신도림역 6623 : 양천차고지 - 양천구민체육센터(양천문화회관) - 강서보건소 - 당산역 - 여의도   * 6617, 6625는 양천구청에서 하차후 300m",1
100764,8,도서관,중랑구립면목정보도서관,,서울  중랑구 면목동 115-18 ),02-432-4123,02-432-4126,http://www.jnmmlib.seoul.kr,,,"매월 1, 3주 월요일, 공휴일 및 근로자의 날",,,37.5874986,127.0876803,,0
100780,8,도서관,도봉문화정보센터,http://culture.seoul.go.kr/data/cf/20111101132138.jpg,서울  도봉구 창동 418 ),02-900-1835,02-900-1551,http://www.dobonglib.seoul.kr/,프로그램 일정에 따라 다름,,매주 화요일/법정공휴일,2001.10.09,문화시청각실60석,37.6446038,127.043887,,1
100781,8,도서관,도봉어린이문화정보센터,http://culture.seoul.go.kr/data/cf/20111101132659.jpg,서울  도봉구 창동 ),02-995-4172,02-995-1600,http://www.kidlib.dobong.kr/,프로그램 일정에 따라 다름,,"매주 화요일, 법정공휴일",2008.04.17,다목적강당 95석,37.6590571,127.049575,,1
100790,11,기타,은평구민체육센터,,서울  은평구 진관동 362 ),02-350-5333,02-354-8117,http://www.efmc.or.kr/public_html/sports/,,,,,,37.6304258,126.9236902,,0
100670,3,박물관/기념관,한국영화박물관,http://culture.seoul.go.kr/data/cf/title_100670.jpg,서울  마포구 상암동 1602 ),02-3153-2031,,http://www.koreafilm.or.kr/museum,"화~금 10:00~19:00, 토~일 10:00~18:00",무료,"월요일, 신정, 설, 추석 연휴",,,37.580591,126.8898501,,0
100291,11,기타,서울타워,http://culture.seoul.go.kr/data/cf/title_100291.jpg,서울  용산구 용산동2가 1-3      ),"02) 3455-9277, 9288",,http://www.nseoultower.com,홈페이지 참조,홈페이지 참조,,,,37.5512294,126.9882659,,1
100026,4,미술관,코엑스전시장,http://culture.seoul.go.kr/data/cf/title_100026.jpg,서울  강남구 삼성동 159-1 ),02-6000-0114,,http://www.coex.co.kr,10:00 ~ 17:00,행사 또는 주최사 마다 다름,연중무휴,,,37.5103947,127.0611127,,1
100470,4,미술관,갤러리 상,http://culture.seoul.go.kr/data/cf/title_100470.jpg,서울  종로구 인사동 159 길 17 (인사동),02-730-0029,,,10:00 ~ 19:0010:30 ~ 18:00 (11~1월),전시성격에 따라 차이가 있음,무휴,,,37.5723081,126.9865397,,1
100003,3,박물관/기념관,경기여고 경운박물관,http://culture.seoul.go.kr/data/cf/title_100003.jpg,서울  강남구 개포동 152 ),02-3463-1336,,http://kwmuseum.org,화~금 10:00~16:00토 10:00~13:00,무료,"일요일, 월요일공휴일",,,37.4878684,127.0660782,,0
100198,1,공연장,한전아트센터,http://culture.seoul.go.kr/data/cf/title_100198.jpg,서울  서초구,02-2105-8131~3,,www.kepco.co.kr/artcenter,10:00~22:00,,없음,,,37.4857035,127.0279457,"■ 기    타 : 콘서트홀 - 5,280㎡ (1,600평) 객 석 - 2층 1000석 규모 무대면적 - 396㎡ (120평) 오케스트라 Box 면적 : 53㎡ (16평) 무대천정높이: 28.9m",1
100112,8,도서관,고척도서관,http://culture.seoul.go.kr/data/cf/20111205171138.jpg,서울  구로구 고척동  고척로45길 31,02-2615-0524,,http://gclib.sen.go.kr/,,,,,,37.5053516,126.8532545,,1
100833,1,공연장,서초구민회관,http://culture.seoul.go.kr/data/cf/20111020141329.jpg,서울  서초구 양재동 ),02-2155-8301~5,,http://www.seocho.go.kr/site/gm/index.jsp,,,,,,37.4818178,127.0360176,,0
100830,11,기타,신림(다목적)체육센터,http://culture.seoul.go.kr/data/cf/20111214111507.jpg,서울  관악구 신림동  난곡로64가길 19,02-869-1888,,http://www.gwanakgongdan.or.kr,,,,,,37.4800959,126.9160174,,0
100845,11,기타,해공체육문화센터,http://culture.seoul.go.kr/data/cf/20101118162511.jpg,서울  강동구 천호동 399-1 ),02-477-2229,02-473-4625,http://haegonggym.igangdong.or.kr,,,,,,37.5421167,127.129725,,0
100837,11,기타,강남구민체육관,http://culture.seoul.go.kr/data/cf/20111020163703.jpg,서울  강남구 개포동 1271 ),02)2176-0870~1,,http://cna.kncity.or.kr/center/findcenterall.aspx?center=100019,,,,,,37.477132,127.0518293,,0
100783,6,문화예술회관,노원문화예술회관,http://culture.seoul.go.kr/data/cf/20111021174722.JPG,서울  노원구 중계동 364-3  ),02-951-3355,02-2116-4659,http://www.nowonart.kr/,,,,2004.6.16,,37.6504033,127.0802091,,1
100801,1,공연장,강서구 문화관광,http://culture.seoul.go.kr/data/cf/20111021105011.jpg,서울  강서구 화곡동 980-16 ),02-2600-6071,02-2600-6662,http://munhwa.gangseo.seoul.kr/,,,,,,37.550937,126.849642,,0
100814,8,도서관,금천구립가산정보도서관,,서울  금천구 가산동 235-3 ),02-865-6817~9,02-865-6820,http://geumcheonlib.seoul.kr,,,,,,37.4734953,126.8921364,,0
100846,11,기타,온조대왕문화체육관,http://culture.seoul.go.kr/data/cf/20101118162304.jpg,서울  강동구 고덕동 296 ),02-428-2020,02-428-2018,http://www.onjo.or.kr,,,,,,37.5567379,127.1574722,,0
100849,8,도서관,강동구립해공도서관,http://culture.seoul.go.kr/data/cf/20101118160229.jpg,서울  강동구 천호동 360 ),02-478-9656~7,02-478-9658,http://hg.gdlibrary.or.kr/,,,매주 화요일,,,37.5439721,127.1255997,,0
100829,11,기타,관악구민종합체육센터,http://culture.seoul.go.kr/data/cf/20101118170705.jpg,서울  관악구,02-875-1188,,http://www.gwanakgongdan.or.kr,,,,,,37.4730143,126.9601883,,0
100338,4,미술관,갤러리 가이아,http://culture.seoul.go.kr/data/cf/20131031132713.JPG,서울  종로구 관훈동 145           ),02-733-3373,,http://www.galerie-gaia.net/,10:00~19:00,,연중무휴,,,37.5750777,126.9834808,,1
100424,8,도서관,종로도서관,http://culture.seoul.go.kr/data/cf/20111020162810.gif,서울  종로구 사직동 1-28 ),02-737-1701,,http://jnlib.sen.go.kr/,,,"매월 둘째, 넷째 월요일,공휴일",,,37.5764744,126.9664576,,1
100737,7,문화원,종로문화원,http://culture.seoul.go.kr/data/cf/20111020163739.gif,서울  종로구 사간동 122-4,02-731-0628,02-731-0791,http://jongno.kccf.or.kr,,,,,,37.5761054,126.9803283,,0
100086,4,미술관,서울시립미술관 남서울분관,http://culture.seoul.go.kr/data/cf/title_100086.jpg,서울  관악구 남현동 1059-13 ),02-598-6247,,http://seoulmoa.seoul.go.kr/,평일 10:00~20:00토요일 공휴일 10:00~18:00,무료,"1월 1일,매주 월요일",,,37.4760646,126.9795205,,0
100892,1,공연장,서울돈화문국악당,http://culture.seoul.go.kr/data/cf/20161129154255.jpg,서울  종로구 와룡동 12-2,02)3210-7001~2,,www.sdtt.or.kr,,,월요일,,,37.57725028,126.9907307,,
100893,7,문화원,무계원,http://culture.seoul.go.kr/data/cf/20161130103024.jpg,서울  종로구 부암동 315-3    (창의문로 5가길 2),02-379-7131~2,02-379-7133,https://www.jfac.or.kr/,09:00 ~ 18:00,무료,"매주 월요일, 1월 1일, 추석 및 설날 연휴",2014-03-20,,37.5918679,126.9634368,"재단법인 종로문화재단에서 운영하는 무계원은 종로구 부암동에 위치한 도심 속 전통문화공간입니다.   세종대왕의 삼남인 안평대군의 별저, 인왕산 자락의 무계정사지(武溪精舍址)에 자리한 무계원은 종로구 익선동의 요정이자 서울시 등록음식점 1호인 오진암(梧珍庵)의 자재를 이축·복원하였습니다.  2014년 개원한 이래 공연, 전시, 강좌, 교육 및 체험 등의 문화 프로그램과 시설별 한옥 대관 사업을 운영하고 있습니다.",0
100898,3,박물관/기념관,종이나라박물관,http://culture.seoul.go.kr/data/cf/20161213093105.jpg,서울  중구 장충동1가 62-35,02-2279-7901,,http://papermuseum.jongienara.co.kr/index.php,,,일요일,,,37.5596237,127.0039674,,
100899,3,박물관/기념관,과천시 추사박물관,http://culture.seoul.go.kr/data/cf/20161219103848.jpg,,02-2150-3650,,chusamuseum.go.kr,,,"매주월요일, 1월1일, 설및추석연휴",,,37.4528846,127.0264652,,
100900,8,도서관,강동구립강일도서관,,서울  강동구 강일동 678,02-427-4004,,http://www.gdlibrary.or.kr/gilib/main.do,,,,,,37.5649594,127.1716731,,
100901,1,공연장,전통연희상설극장 광화문아트홀,http://culture.seoul.go.kr/data/cf/20161222145800.JPG,서울  종로구 사직동 284-1  광화문아트홀,02-2232-7952,,www.samulnori.xyz,,,,,,37.57426,126.9624155,,
100827,7,문화원,동작문화원,http://culture.seoul.go.kr/data/cf/20101118171304.jpg,서울  동작구 상도동 176-3 ),02-822-8500,02-822-5003,http://www.dongjaktv.net/,,,,,,37.5045881,126.941004,,0
100509,1,공연장,CGV 명동,http://culture.seoul.go.kr/data/cf/20111202091655.jpg,"서울  중구 명동2가  명동길 14, 눈스퀘어 8층",1544-1122,,http://www.cgv.co.kr/theater/theater/default.aspx?theaterCode=09,,,,,5 관 / 788석,37.5633303,126.9826431,"■ 국내 최초의 부띠끄 시네마 ■ 향기로운 향공조 시스템 상영관 ■ 1대1 상영관 좌석안내 ■ 순번대기표에 의한 신속하고 편리한 발권 ■ 최고급 틸트형 좌석 ■ 무료쇼핑백 보관함 ■ 다양한 먹거리와 볼거리 쇼핑몰",1
100282,1,공연장,KBS홀,http://culture.seoul.go.kr/data/cf/20111202093917.jpg,서울  영등포구 여의도동  여의공원로 13,02-781-1000,,http://office.kbs.co.kr/kbshall/,,,,,,37.5259171,126.9152678,"주차시설 이용 : 방문객 주차장 이용 (평일 오후 6시 이후는 무료, 토요일 오후 1시 이후 무료)",1
100844,6,문화예술회관,강동구민회관,http://culture.seoul.go.kr/data/cf/20101118162759.jpg,서울  강동구 천호동 41 ),02-488-5542,02-482-8625,http://www.gdgumin.or.kr,,,,,,37.5458583,127.1411875,,0
100777,1,공연장,도봉구민회관,http://culture.seoul.go.kr/data/cf/20111101131748.jpg,서울  도봉구 창동 303 ),02-901-5160~2,02-999-4416,http://www.dobongsiseol.or.kr,공연에 따라 다름/09시~22시,,"첫째, 셋째주 일요일",1993.12.23,대강당 600석/소공연장 190석,37.6541068,127.0384528,,1
100326,3,박물관/기념관,목인박물관,http://culture.seoul.go.kr/data/cf/title_100326.jpg,서울  종로구 견지동 83 ),02-722-5066,,www.mokinmuseum.com,10:00~19:00,일반 5000원,"설, 추석 연휴",,,37.5739569,126.9836694,,1
100820,8,도서관,대림정보문화도서관,http://culture.seoul.go.kr/data/cf/20111208115038.jpg,서울  영등포구 대림동  도신로27길 9,02)828-3700,02)828-3701,http://www.dllib.or.kr/index.jsp,,,,,,190719.535,444921.411,,0
100794,6,문화예술회관,서대문문화회관,http://culture.seoul.go.kr/data/cf/20111020173934.jpg,서울  서대문구 홍은동 26-155  ),02-360-8560~1,02-391-9031,http://www.sscmc.or.kr/culture1/,,,,,,37.58075,126.9314625,,0
100717,6,문화예술회관,강북 문화예술회관,http://culture.seoul.go.kr/data/cf/20160324130031.gif,서울  강북구,02-944-3000,,http://samgaksan.gangbukcmc.seoul.kr/sam/group01/page05.php,,,,,,37.6408544,127.0133421,,0
100771,8,도서관,아리랑정보도서관,http://culture.seoul.go.kr/data/cf/20111214112741.jpg,서울  성북구 돈암동  아리랑로 82,02-3291-4990,,http://lib.arirang.go.kr,,,,,,37.5998987,127.013975,,0
100806,11,기타,구로구청,http://culture.seoul.go.kr/data/cf/20111020180737.JPG,서울  구로구 구로동 ),02-860-2114,02-864-9595,http://www.guro.go.kr,,,,,,37.495472,126.887536,,0
100821,8,도서관,문래정보문화도서관,http://culture.seoul.go.kr/data/cf/20111214092639.jpg,서울  영등포구 문래동3가  문래로20길 49,02)2629-8600,02)2629-8601,http://www.mllib.or.kr/index.jsp,,유료,,,,37.5169513,126.8908871,,0
100856,1,공연장,강북문화예술회관,http://culture.seoul.go.kr/data/cf/20111103130650.jpg,서울  강북구 수유동 360-10  ),02-339-1111,02-901-6239,http://samgaksan.gangbukcmc.seoul.kr/sam/group01/page01.php,공연에 따라 다름,,"매주 둘째, 넷째 일요일",2001.10.31,"공연장 1개, 총 700석규모",37.6408544,127.0133421,,1
100789,6,문화예술회관,은평문화예술회관,http://culture.seoul.go.kr/data/cf/20110120115437.jpg,서울  은평구 녹번동 85-4  ),02-350-5222,,http://www.efmc.or.kr/public_html/art/,,,,,,37.6036299,126.9279878,,1
100850,1,공연장,한국문화예술위원회,http://culture.seoul.go.kr/data/cf/20101118155852.jpg,서울  구로구 구로동 26-1  ),"02-760-4500,4600",02-760-4700,http://www.arko.or.kr,,,,,,35.020762,126.781934,,0
100851,8,도서관,구로꿈나무 도서관,http://culture.seoul.go.kr/data/cf/20101118155343.jpg,서울  구로구,02-860-2383,02-857-9991,http://lib.guro.go.kr/,,,"매주 화요일, 법정공휴일",,,37.4895362,126.88638,,0
100881,3,박물관/기념관,한성백제박물관,http://culture.seoul.go.kr/data/cf/20140313151039.JPG,서울  송파구 위례성대로 71,02-2152-5800,,baekjemuseum.seoul.go.kr,"평일: 오전 9시~오후 9시, 토,일,공휴일: 오전 9시~오후 7시(단, 11~2월: 오전 9시~오후 6시)",무료,"매주 월요일, 1월 1일, 단, 월요일이 공휴일인 경우 휴관하지 않음",2012년 04월 30일,,37.515505,127.121175,"자가차량 이용시 잠실, 풍납동 방면에서 오실 때 (남2문앞에서 유턴 후 250m에서 진입)  둔촌동, 오금동 방면에서 오실 때 (남2문에서 남3문방향으로 250m에서 진입)",0
100894,1,공연장,서촌공간 서로,http://culture.seoul.go.kr/data/cf/20161205112650.jpg,서울  종로구 옥인동 62,02-730-2502,,www.spaceseoro.com,,,,2015.04,,37.5815528,126.967847,,1
100902,1,공연장,문화정원아트홀,http://culture.seoul.go.kr/data/cf/20161229092552.JPG,서울  금천구 독산동 296-9,28391155,,www.cgarthall.co.kr,,,,,,37.4717842,126.8936703,,
100903,8,도서관,도봉기적의도서관,http://culture.seoul.go.kr/data/cf/20170106185617.jpg,서울  도봉구 도봉동 652-2  마들로797,02-3493-7171,,https://miraclelib.dobong.kr,,,"매주화요일,법정공휴일",,,37.6812003,127.0502366,,
100907,1,공연장,성수아트홀,,서울  성동구 성수동1가   656-323,02-2204-7570,,http://seongsu.sdfac.or.kr/,,,월요일,,,37.54541449,127.0469742,,
100908,4,미술관,겸재정선미술관,http://culture.seoul.go.kr/data/cf/20170202144944.jpg,서울  강서구 가양동 243-1,226592206,,http://gjjs.or.kr/,,,"매주월요일,1월1일,설날,추석당일",,,37.57223185,126.8387099,,
100447,4,미술관,서울시립미술관 경희궁분관,http://culture.seoul.go.kr/data/cf/20111020152957.jpg,서울  종로구 신문로2가 2-1 ),02-723-2491,,http://seoulmoa.seoul.go.kr,화~일 10:00~18:00,무료,"매주 월요일, 1월1일",2003.8.1,,37.5700833,126.9687074,,0
100870,6,문화예술회관,강남구민회관,http://culture.seoul.go.kr/data/cf/20111020173944.jpg,서울  강남구 대치동 509-2    ),02-2176-0891,02-565-4925,http://cna.kncity.or.kr/center/findcenterall.aspx?center=100014,,,,,,37.4938226,127.0642688,,0
100732,8,도서관,국회도서관,http://culture.seoul.go.kr/data/cf/20111208100039.jpg,서울  영등포구 여의도동   의사당대로 1,02-788-4211,,http://www.nanet.go.kr,월요일~금요일 : 오전 9시~오후10시(야간이용시간 : 오후6시~오후10시)  토요일~일요일 : 오전9시~오후5시,,"매월 둘째, 넷째 토요일/ 일요일을 제외한 공휴일(공휴일과 겹친 토요일, 일요일 휴관)",,,37.5312547,126.9171584,,0
100888,1,공연장,강동아트센터,http://culture.seoul.go.kr/data/cf/20150817131444.jpg,서울  강동구 상일동 (동남로) 870,02-440-0500,02-440-0501,http://www.gangdongarts.or.kr,공연에 따라 다름 (홈페이지 참조 바랍니다),공연에 따라 다름 (홈페이지 참조 바랍니다),매주 월요일,2011년 09월 01일,"대극장 850석, 소극장 250석",37.551449,127.157598,,1
100792,8,도서관,증산정보도서관,http://culture.seoul.go.kr/data/cf/20111214143215.jpg,서울  은평구 증산동  증산로5길 6,02-307-6030,02-307-6020,http://www.jsplib.or.kr,,,,,,37.582727,126.9075589,,1
100863,8,도서관,강동구립암사도서관,http://culture.seoul.go.kr/data/cf/20110217175931.JPG,서울  강동구 암사동 471-37 ),429-0476~7,429-0471,http://www.gdlibrary.or.kr/aslib/,,,"매주 월요일, 법정 공휴일",,,37.5528446,127.1333498,,0
100183,3,박물관/기념관,서대문자연사박물관,http://culture.seoul.go.kr/data/cf/20111101114233.jpg,서울  서대문구,02-330-1731,02-330-1736,namu.sdm.go.kr,3~10월 09:00~18:00 | 11~2월 09:00~17:00,"어린이(5세~12세) : 1,000원 / 청소년(13세~18세) : 2,000원 / 어른 : 3,000원 /  65세이상, 4세이하, 장애인 : 무료","1월 1일, 설날, 추석, 매주 월요일(월요일이 공휴일인 경우 그 다음날)",2003.07.10,,37.5765663,126.9376126,"3월~10월 : 09:00~18:00 11월~2월 : 09:00~17:00 -토요일, 일요일, 공휴일은 1시간 연장 개관 -폐관시간 1시간 전까지 입장  서대문자연사박물관에서는 관람시설외에 다양한 활동을 하고 있습니다. 초등학생 대상으로 자연사 교육프로그램인 박물관교실, 체험교실, 박물관투어 등을 운영하고 있습니다.",1
100857,6,문화예술회관,마포아트센터,http://culture.seoul.go.kr/data/cf/20110120140048.jpg,서울  마포구 대흥동  ),02-3274-8600,,http://www.mapoartcenter.or.kr,,,,,,37.5499041,126.9455277,,0
100767,11,기타,개운산스포츠센터,http://culture.seoul.go.kr/data/cf/20111202145755.gif,서울  성북구,02-925-9960~2,02-925-9963,http://www.gongdan.go.kr,,,,,,37.5967823,127.0261534,,1
100909,1,공연장,블루스퀘어(Blue Square),,서울  용산구 한남동 727-56,,,,,,,,,37.54070257,127.0026477,,
100913,1,공연장,(재)마포문화재단,,서울  마포구 대흥동,02-3274-8633,,http://www.mapoartcenter.or.kr,,,매월 마지막주 월요일,,,37.54989274,126.9453074,,
100839,11,기타,대진체육관,http://culture.seoul.go.kr/data/cf/20101118164146.jpg,서울  강남구 개포동 13-1 ),02-2176-0880,,http://www.kncity.or.kr,,,,1997년 12월,,37.496068,127.0787594,,0
100905,11,기타,시민청,http://culture.seoul.go.kr/data/cf/20170119112052.jpg,서울  중구 태평로1가  서울시청,02-739-7733,,http://seoulcitizenshall.kr,,,"1.1일, 설.추석 당일",,,37.566635,126.978675,,
100931,1,공연장,JCC 아트센터,http://culture.seoul.go.kr/data/cf/20170613135206.jpg,서울  종로구 혜화동  창경궁로35길 29,02-2138-7373~4,,www.jeijcc.org,,,매주 월요일,,,37.58746789,127.0022644,,
100929,4,미술관,애니살롱(재미랑5호),http://culture.seoul.go.kr/data/cf/20170523114308.jpg,서울  중구 남산동2가 26-5  3층,02-313-1030,,http://blog.naver.com/kiafanews,,,월요일,,,37.55813432,126.9862829,,
