교육청,소재구,학교명,홈페이지 주소,설립,남녀,우편번호,주소,전화번호, 1학년 학급수, 2학년 학급수, 3학년 학급수, 특수학급 수, 1학년 학생수 계, 1학년 여 학생수, 2학년 학생수 계, 2학년 여 학생수, 3학년 학생수 계, 3학년 여 학생수, 학급당 평균학생수, 정규 교원수 계, 정규 여 교원수, 기간제 교원수 계, 기간제 여 교원수, 직원수 계, 여 직원수," 보통
교실수",
성북,성북구,동구여자중학교,http://www.dong-gu.ms.kr, 사립, 여자, 136-825,서울특별시 성북구 성북로8길 71, 02-762-2198,7,7,7, - ,175,175,234,234,230,230,30.4,33,21,7,6,4,1,21,
성북,강북구,서라벌중학교,http://sorabol.ms.kr, 사립, 남자, 142-892,서울특별시 강북구 삼양로155길 37-9, 070-8280-4653,5,6,6, - ,131, - ,176, - ,171, - ,28.1,28,10,3,2,4, - ,18,
성북,성북구,성신여자중학교,http://www.sung-shin.ms.kr, 사립, 여자, 136-060,서울특별시 성북구 북악산로 918, 02-3290-7874,8,8,8, - ,216,216,288,288,257,257,31.7,41,29,3,3,5,3,24,
성북,강북구,성암여자중학교,http://www.seongam.ms.kr, 사립, 여자, 142-816,서울특별시 강북구 도봉로29길 52, 02-2179-1813,8,8,9, - ,240,240,259,259,271,271,30.8,43,29,2,1,4,1,25,
성북,강북구,신일중학교,http://www.shin-il.ms.kr, 사립, 남자, 142-711,서울특별시 강북구 솔매로49길 20, 02-944-9850,5,5,5, - ,148, - ,169, - ,179, - ,33.1,27,5,1,1,4,1,15,
성북,강북구,영훈국제중학교,http://www.younghoon.ms.kr, 사립, 공학, 142-709,서울특별시 강북구 도봉로13가길 19, 02-944-7883,5,5,5, - ,163,94,162,97,157,84,32.1,21,7,6,5,5,3,26,
성북,성북구,용문중학교,http://www.ymoon.ms.kr, 사립, 남자, 136-072,"서울특별시 성북구 인촌로 17가길 , 46", 02-928-3871,5,5,5, - ,122, - ,159, - ,137, - ,27.9,26,7,3,1,4, - ,15,
성북,강북구,창문여자중학교,http://www.changmun.ms.kr, 사립, 여자, 142-802,서울특별시 강북구 월계로 61 창문여자중학교, 02-986-1703,6,6,6, - ,194,194,208,208,203,203,33.6,28,18,7,6,4,1,18,
성북,성북구,한성여자중학교,http://hansunggm.net/, 사립, 여자, 136-042,서울특별시 성북구 삼선교로16길 118, 02-742-2542,7,7,8, - ,171,171,184,184,220,220,26.1,34,15,3,2,3, - ,22,
성북,성북구,홍익대학교사범대학부속중학교,http://www.hongik.ms.kr, 사립, 남자, 136-825,"서울특별시 성북구 성북로14가길 23 , 홍익대학교사범대학부속중학교", 02-762-0824,6,7,7, - ,195, - ,223, - ,217, - ,31.8,30,12,10,7,4, - ,26,
"* 교원수 : 재직, 휴직, 파견 포함. 기간제는 4. 1현재 재직 중 교원 모두 포함",,,,,,,,,,,,,,,,,,,,,,,,,,,
* 학급당 학생수 : 학생수 계/학급 계,,,,,,,,,,,,,,,,,,,,,,,,,,,
